Date,score,VIX,2w_score,3w_score,4w_score,3D_vix,5D_vix,8D_vix,10D_vix,15D_vix,20D_vix,Close,5_c_10,10_c_20,10_c_25,20_c_30,20_c_40,20_c_60,30_c_60,40_c_60,50_c_80,60_c_90,volume_score,3D_volume,5D_volume,8D_volume,10D_volume,15D_volume,20D_volume
2008-07-10,42.81719747,25.59,47.085018576000024,47.367432434666696,48.41260220450002,24.656666666666677,24.906000399999996,24.756250374999997,24.5420004,23.738000200000002,23.2470001,125.300003,0,0,0,0,0,0,0,0,1,1,0.7799666881043568,0.6733780006197837,0.6117829606481054,0.5815904484614443,0.5670389827400325,0.5224592828557219,0.4829308561660025
2008-07-11,42.81719747,27.49,46.71737067000002,46.962491206000024,47.88749664850002,26.103333333333342,25.448000199999996,25.198750249999996,24.8980004,24.132000200000004,23.4550001,123.839996,0,0,0,0,0,0,0,0,0,1,0.8690609433687797,0.7433188138379055,0.7082713632435359,0.6370342814805289,0.6036253175994128,0.5459948069307533,0.5057120901588226
2008-07-14,42.81719747,28.48,46.34972276400002,46.55754997733336,47.36239109250002,27.186666666666678,25.987999999999992,25.802500249999994,25.402000300000005,24.506000133333337,23.818000150000003,122.720001,0,0,0,0,0,0,0,0,0,1,0.5529754722361293,0.7340010345697549,0.6884340834928543,0.6205965351557824,0.6074760003296473,0.5504439889960735,0.5134937022877528
2008-07-15,50.96887526,28.540001,46.797242637000025,46.69605393466669,47.24486942600002,28.170000333333345,27.06600019999999,26.130000374999995,25.861000300000008,24.89933360000001,24.197500150000003,120.989998,0,0,0,0,0,0,0,0,0,1,0.9117192861189327,0.7779185672412803,0.7389302399737582,0.6740838131205441,0.6560969010199302,0.5953289248715723,0.5450885207654587
2008-07-16,50.96887526,25.1,46.82119106900002,46.994400516666694,47.34874739400002,27.37333366666668,27.04000019999999,26.170000249999994,26.00600030000001,25.078000266666674,24.396000200000007,123.959999,0,0,0,0,0,0,0,0,0,1,0.6505966469004911,0.7050971350851841,0.7528638073457401,0.7070810276841522,0.6527088214265693,0.6092095199307668,0.5630410264709239
2008-07-17,50.96887526,25.01,46.84513950100002,47.292747098666695,47.45262536200002,26.216667000000015,26.924000199999988,26.073750124999993,25.91500030000001,25.33600033333334,24.534500200000007,125.199997,0,0,0,0,0,0,0,0,0,1,0.6582745060634474,0.7401968130276234,0.7285253709375583,0.707845107068391,0.67015416579283,0.6208677788058741,0.5739758048761793
2008-07-18,50.96887526,24.049999,46.86908793300002,47.591093680666695,47.55650333000002,24.71999966666668,26.23599999999999,26.18624999999999,25.842000100000007,25.344000266666676,24.658000150000007,125.980003,0,0,0,0,0,0,0,0,0,1,0.4418479541639171,0.5835730357092848,0.6430827730965858,0.6806712883745788,0.675677068170059,0.6167778027651367,0.5702667984722097
2008-07-21,50.96887526,23.049999,46.893036365000015,47.88944026266669,47.66038129800002,24.036666000000015,25.149999799999993,25.91374987499999,25.56899990000001,25.318000133333342,24.667000050000006,126.050003,0,0,0,0,0,0,0,0,0,0,0.3537151024768813,0.4846125209014149,0.6032306991447361,0.6522695749291163,0.6458323913187936,0.6060608999346766,0.5636406665332375
2008-07-22,29.82402179,21.18,45.593718797000015,46.77812994666669,46.70701659250002,22.75999933333335,23.67799959999999,25.36249987499999,25.371999900000006,25.133333400000012,24.594000100000006,127.480003,1,0,0,0,0,0,0,0,0,0,0.5014599645649549,0.432341007068584,0.5211788348339406,0.6174562344866911,0.6300545374038475,0.6111242122912667,0.5767914023621628
2008-07-23,29.82402179,21.309998999999998,44.294401229000016,45.384438670000016,45.873533855500014,21.846666000000013,22.919999399999988,24.58999974999999,24.979999800000005,24.977333333333345,24.538500050000003,128.169998,1,0,0,0,0,0,0,0,0,0,0.530980920987911,0.46205199600991537,0.4972556896514246,0.5751962316890825,0.6250597484985805,0.6008911108348539,0.5812210623609296
2008-07-24,29.82402179,23.440001000000002,42.99508366100002,43.99074739333334,45.04005111850002,21.976666666666684,22.605999599999986,23.95999987499999,24.764999900000007,24.812000066666677,24.653500150000003,125.510002,1,0,0,0,0,0,0,0,0,0,0.40514061574925925,0.4791938337673747,0.446628911588587,0.5567168746282237,0.5875771412630708,0.5956457477247487,0.5773080620015507
2008-07-25,29.82402179,22.91,41.69576609300002,42.59705611666667,44.20656838150001,22.553333333333352,22.37799979999999,23.25624974999999,24.306999900000005,24.687333333333346,24.60250015,125.480003,1,0,0,0,0,0,0,0,0,0,0.34626811586250056,0.4274632175332232,0.42751294392830363,0.48603547834616967,0.5352978585124428,0.5929556934228069,0.5694615880559268
2008-07-28,29.82402179,24.23,40.396448525000025,41.20336484,43.37308564450001,23.52666700000002,22.61399999999999,23.14749974999999,23.881999900000007,24.583999933333345,24.642000099999997,123.639999,1,0,0,0,0,0,0,0,0,0,0.3184722183699121,0.35662698332722353,0.4204643671069098,0.4445199247798473,0.5118475331258211,0.5707097165814985,0.5596617667277333
2008-07-29,38.21699319,22.030001000000002,39.12126031800002,40.89668455466667,42.95925147750001,23.056667000000022,22.78400019999999,22.774999874999992,23.230999900000008,24.50933333333335,24.5460001,126.279999,1,1,0,0,0,0,0,0,0,0,0.43082413917164847,0.36518815780135333,0.4063372020282484,0.4160886289183724,0.4637580184310927,0.5554820922786473,0.5599274597255104
2008-07-30,38.21699319,21.209999,37.84607211100002,40.59000426933334,42.33363159000001,22.490000000000023,22.76400019999999,22.419999874999995,22.84199980000001,24.24133326666668,24.42400005,128.529999,0,1,1,0,0,0,0,0,0,0,0.6168080403510141,0.45536813263085785,0.42350262590086896,0.4379586396917595,0.460379157776145,0.5578740409660096,0.5565439896013561
2008-07-31,38.21699319,22.940001000000002,36.57088390400001,40.28332398400001,41.70801170250001,22.06000033333336,22.664000199999993,22.406250124999993,22.63499990000001,24.064666666666678,24.2750001,126.83000200000001,0,1,1,0,0,0,0,0,0,0,0.4625446704458993,0.5033922833228536,0.4349834368401969,0.45156233568788673,0.44080617421439017,0.5367125731221124,0.555480170003609
2008-08-01,38.21699319,22.57,35.29569569700001,39.97664369866668,41.08239181500001,22.240000000000027,22.59600019999999,22.58000012499999,22.487000000000013,23.73666666666668,24.164500049999997,126.160004,0,1,1,0,0,0,0,0,0,0,0.40525315863378525,0.4948686231435659,0.44678044539445383,0.43953648494649056,0.437146694661377,0.5057920541397795,0.556411881415717
2008-08-04,38.21699319,23.49,34.020507490000014,39.66996341333335,40.456771927500014,23.00000033333336,22.448000199999992,22.85250024999999,22.53100010000001,23.40400000000001,24.049999999999997,124.989998,1,1,1,0,0,0,0,0,0,0,0.28462614311344303,0.38414132406437546,0.44001123034316,0.40874213771218204,0.4302377987250332,0.4879020988649337,0.5380350950219122
2008-08-05,46.74056249,21.139999,35.71216156000001,39.38807589533335,40.65294017850001,22.39999966666669,22.269999799999994,22.56499999999999,22.527000000000008,22.910666533333345,23.949499949999996,128.360001,1,1,1,0,0,0,0,0,0,0,0.41101339878912635,0.3669642335121179,0.43604908226665556,0.4094762355921654,0.4211931421474504,0.4545217063762799,0.5256238397756479
2008-08-06,46.74056249,20.23,37.40381563000001,39.106188377333346,40.84910842950001,21.61999966666669,22.07399999999999,22.22999999999999,22.41900010000001,22.585999866666675,23.699499949999996,128.929993,1,1,1,0,0,0,0,0,0,0,0.3271605689641445,0.3409333702889043,0.37811958798928164,0.40708779222987085,0.4008111069450737,0.43295930118052345,0.512935427721826
2008-08-07,46.74056249,21.15,39.09546970000001,38.82430085933335,41.04527668050001,20.839999666666696,21.71599979999999,21.84499999999999,22.19000000000001,22.32866653333334,23.47749995,127.010002,1,1,1,0,0,0,0,0,0,0,0.40050720124802874,0.37956038966709943,0.3657120941497075,0.4173421650896354,0.4003477654949507,0.41577481419282886,0.49396245337900957
2008-08-08,46.74056249,20.66,40.78712377000001,38.54241334133335,41.24144493150001,20.680000000000025,21.333999799999994,21.67374987499999,21.96500000000001,22.10266660000001,23.13599995,129.369995,1,1,1,0,0,0,0,0,0,0,0.4294395025125598,0.38570242424157736,0.3705493629254624,0.41716908550724935,0.4086649041599567,0.4149475840827384,0.4719813813361986
2008-08-11,46.74056249,20.120001000000002,42.47877784000001,38.260525823333346,41.437613182500016,20.643333666666692,20.659999999999993,21.53750012499999,21.55400010000001,21.90733340000001,22.717999999999996,130.71000700000002,1,1,1,1,0,0,0,0,0,0,0.4067196083826889,0.4122221040477588,0.39496805597931156,0.3909080315112087,0.4174896431612344,0.41848121780979225,0.4646685881435266
2008-08-12,50.71623246,21.17,43.728701767000004,39.65333986800002,41.424981042500015,20.65000033333336,20.666000199999992,21.31624999999999,21.46800000000001,21.906666733333342,22.34949995,129.350006,1,1,1,1,0,0,0,0,0,0,0.3344347503693063,0.3901979537548514,0.37965232629534756,0.37489429150163456,0.4078507042810001,0.40734620353008233,0.4358043613560453
2008-08-13,50.71623246,21.549999,44.97862569400001,41.04615391266669,41.412348902500014,20.946666666666697,20.929999999999993,21.188749874999992,21.502000000000006,21.922666733333344,22.171999899999996,128.570007,1,1,1,1,0,0,0,0,0,0,0.42062264550408135,0.3872590014186919,0.39834474160333494,0.37681547736042154,0.38823216479630684,0.39998898516449366,0.4243056612862248
2008-08-14,50.71623246,20.34,46.22854962100001,42.43896795733336,41.39971676250001,21.019999666666696,20.767999999999994,20.79499987499999,21.241999900000007,21.716000000000008,21.938499899999997,129.53999299999998,1,1,1,1,1,0,0,0,0,0,0.3870236058700293,0.3806936672478054,0.39564802252773507,0.3896151602049948,0.3806800583387198,0.39878118450587835,0.4107431162765539
2008-08-15,50.71623246,19.58,47.47847354800002,43.83178200200003,41.38708462250001,20.489999666666694,20.551999999999996,20.599999999999994,20.942999900000007,21.494000000000007,21.714999949999996,130.169998,1,1,1,1,1,0,0,0,0,0,0.29036249580752443,0.3660029157272114,0.36783262118672794,0.3745337973322946,0.36919099205609374,0.39505414316888,0.40316884335873426
2008-08-18,50.71623246,20.98,48.728397475000016,45.2245960466667,41.37445248250002,20.30000000000003,20.723999799999994,20.693749999999994,20.691999900000006,21.27733333333334,21.611499999999996,128.389999,1,1,1,1,1,0,0,0,0,0,0.2716503299510456,0.3163454772095328,0.3408187655003993,0.36759501745565726,0.36789341073985404,0.3919326839409555,0.39906560473244246
2008-08-19,52.19179141,21.280001000000002,49.27352036700002,46.156249261333365,42.492840963500015,20.613333666666694,20.745999999999995,20.710000124999993,20.706000100000004,21.227333333333338,21.616500049999996,126.989998,0,1,1,1,1,0,0,0,0,0,0.31968387661812403,0.293898900792231,0.3378685907501628,0.3574921018769192,0.3587604585227538,0.3845233331040539,0.3899768003351009
2008-08-20,52.19179141,20.42,49.81864325900001,47.087902476000025,43.61122944450001,20.893333666666695,20.520000199999995,20.680000124999996,20.72500010000001,21.174666733333343,21.572000099999997,127.58000200000001,0,1,1,1,1,0,0,0,0,0,0.3857866714016979,0.3257069593236222,0.33090139592968615,0.35203549798806144,0.36462306876650913,0.3691219085074328,0.3827170878557903
2008-08-21,52.19179141,19.82,50.36376615100001,48.019555690666685,44.729617925500015,20.506667000000025,20.416000199999996,20.642499999999995,20.592000100000007,20.966666666666676,21.391000049999995,127.800003,0,1,1,1,1,0,0,0,0,0,0.2895240006896676,0.33166484956982956,0.31140147489361375,0.33738604702643377,0.353524748710673,0.35758719719035076,0.3769362571028107
2008-08-22,52.19179141,18.809998999999998,50.908889043,48.951208905333345,45.84800640650001,19.683333000000022,20.261999999999997,20.347499874999997,20.407000000000007,20.715999933333343,21.185999999999996,129.649994,0,1,1,1,1,0,0,0,0,0,0.2618718899551287,0.3123941873488311,0.3057033537231346,0.3283156894746616,0.3367679874549299,0.34802844594510696,0.3727164458074421
2008-08-25,52.19179141,20.969998999999998,51.454011935,49.882862120000006,46.966394887500016,19.866666000000023,20.259999799999996,20.274999875,20.49199980000001,20.54799986666667,21.022999949999992,127.019997,0,1,1,1,1,0,0,0,0,0,0.27092506384143134,0.27410698482874224,0.3055583005012118,0.30960349176683033,0.32318853300080413,0.34711504066030613,0.3703390880810181
2008-08-26,56.542806999999996,20.49,52.036669389,50.53634508733334,47.882685578000014,20.089999333333356,20.101999599999996,20.293749875,20.423999800000008,20.504666600000007,20.945999899999993,127.389999,0,1,1,1,1,0,0,0,0,0,0.24343336086856943,0.25874343822170953,0.29030819735130087,0.2916547111416478,0.31408839405073047,0.335943038132269,0.3609695491658641
2008-08-27,56.542806999999996,19.76,52.619326842999996,51.18982805466668,48.79897626850001,20.406666333333355,19.969999599999998,20.316249874999997,20.244999900000003,20.47333326666667,20.873499949999992,128.630005,0,1,1,1,1,0,0,0,0,0,0.2689862315241568,0.26111488541138556,0.26694810937579266,0.28898267810622685,0.298924752652738,0.3320647489696032,0.3435784587245213
2008-08-28,56.542806999999996,19.43,53.201984297,51.84331102200001,49.715266959000004,19.893333333333356,19.8919996,20.122499875,20.153999900000006,20.358666600000006,20.697999899999992,130.190002,1,1,1,1,1,0,0,0,0,0,0.26148974205231007,0.25796977814834515,0.26134125764832117,0.28771260461888487,0.28637136627096604,0.3227969183565553,0.33352571230484185
2008-08-29,56.542806999999996,20.65,53.784641751,52.49679398933335,50.63155764950001,19.94666666666669,20.259999799999996,20.04374975,20.26099990000001,20.35799993333334,20.601999899999992,128.78999299999998,1,0,1,1,1,0,0,0,0,0,0.30793658146183794,0.27947085167943464,0.270554195949663,0.2862441927243491,0.28812877483639737,0.3146967236198404,0.32865988344624447
2008-09-02,54.08940858,21.99,54.12195936300001,52.98671706200001,51.425178419000005,20.690000000000023,20.463999999999995,20.239999750000003,20.361999900000008,20.482666533333337,20.526999899999993,127.989998,1,0,0,1,1,1,0,0,0,0,0.4434020084424235,0.3376094439855235,0.30504958486986145,0.2934461098544398,0.3053039426855352,0.31714221695715605,0.3365986767126935
2008-09-03,54.08940858,21.43,54.311721080000005,53.21159547000001,51.79262072350001,21.356666666666683,20.651999999999994,20.441249750000004,20.37699980000001,20.49999986666667,20.541499949999995,127.879997,1,0,1,1,1,1,0,0,0,0,0.44250582657604914,0.3979481388267698,0.3448640780113574,0.3125688380902375,0.3175861376813277,0.32434695537093894,0.3381732981020396
2008-09-04,54.08940858,24.030001000000002,54.501482797000016,53.43647387800001,52.16006302800001,22.48333366666668,21.506000199999995,21.093750000000004,20.737999900000013,20.66533333333334,20.731499999999993,124.029999,0,0,0,1,1,1,0,0,0,0,0.6314256389933255,0.505777824670599,0.41735195950519116,0.3587630567200121,0.34215003444049047,0.33840048827022184,0.3533865516034987
2008-09-05,54.08940858,23.059998999999998,54.691244514000026,53.661352286,52.52750533250001,22.840000000000018,22.231999999999992,21.355000000000004,21.061999800000013,20.846666600000006,20.826999949999994,124.41999799999999,0,0,0,1,1,1,0,0,0,0,0.5230451054616698,0.5323255236770145,0.4696630321870631,0.3902780619225419,0.3655021449176907,0.3474685882429979,0.3595134468141807
2008-09-08,54.08940858,22.639999,54.881006231000036,53.886230694,52.894947637000016,23.243333000000018,22.62999979999999,21.623749875,21.444999800000012,21.05066653333334,20.925999899999994,126.989998,0,0,0,1,1,1,0,0,0,0,0.6829637092450628,0.6124781512333524,0.5446684577437081,0.44521935546960356,0.4076113268466841,0.3736420024721671,0.3721896571508058
2008-09-09,58.07494741,25.469998999999998,55.469321831000045,54.37681169066666,53.46166688300002,23.72333233333335,23.325999599999992,22.337499750000003,21.89499980000001,21.349999800000003,21.19349979999999,123.220001,0,0,0,1,1,0,0,0,0,0,0.7113814024785143,0.639130072395082,0.5982643365509263,0.5005187518388982,0.4516569607103923,0.40295740730733176,0.38742274685559713
2008-09-10,58.07494741,24.52,55.62253587200005,54.769022090666674,53.82960263050003,24.209999333333354,23.94399959999999,22.973749750000003,22.29799980000001,21.565999733333335,21.36099979999999,123.720001,0,0,0,0,1,0,1,0,0,0,0.5432316073629736,0.6458589063621832,0.6184094927083111,0.5357364850027311,0.4816367853598328,0.4178605893569884,0.39786258970528043
2008-09-11,58.07494741,24.389999,55.77574991300005,55.16123249066668,54.19753837800003,24.793332666666686,24.01599919999999,23.441249625,22.76099970000001,21.830666333333333,21.50299979999999,125.510002,0,0,0,0,1,0,1,0,0,0,0.7071837801161284,0.6539322633192052,0.6335611209328718,0.5856423848345175,0.5254565402190299,0.43928706327128375,0.41219064643588277
2008-09-12,58.07494741,25.66,55.928963954000054,55.55344289066669,54.565474125500046,24.85666633333335,24.535999399999987,23.899999625,23.38399970000001,22.21999966666667,21.768999799999992,126.089996,0,0,0,0,0,0,1,1,0,0,0.5409468690034732,0.597120752160858,0.6371414736412324,0.5978354924046487,0.5534022529141462,0.4560485878255375,0.41988680959255503
2008-09-15,58.07494741,31.700001,56.08217799500005,55.94565329066669,54.93340987300005,27.250000000000018,26.34799979999999,25.183749749999997,24.48899980000001,23.079333133333332,22.37499984999999,120.089996,0,0,0,0,0,0,1,1,0,0,0.9392981002402685,0.7291429164532897,0.6884083518402735,0.6599345266126762,0.6165384047919893,0.5012103351778802,0.4523335898141922
2008-09-16,79.919503,30.299999,58.66518743700006,57.794167396666694,56.39357340000006,29.220000000000017,27.313999799999994,25.9674995,25.319999700000004,23.701333133333335,22.84099979999999,122.099998,0,0,0,0,0,0,1,1,0,0,1.0,0.8267483230812469,0.7461320713445706,0.7060063217385104,0.672198203947747,0.5498153309217847,0.4887510733166399
2008-09-17,79.919503,36.220001,61.248196879000055,59.35261379666669,57.779958979500066,32.74000033333335,29.65399999999999,27.612499749999998,26.798999800000008,24.74999986666667,23.58799979999999,116.610001,0,0,0,0,0,0,1,1,0,0,1.0,0.9797660334134225,0.8374857498719758,0.7656256835558017,0.7279476212901421,0.60025310686388,0.5227668794857337
2008-09-18,79.919503,33.099998,63.83120632100006,60.91106019666668,59.16634455900007,33.20666600000002,31.39599979999999,28.919999625,27.7059995,25.63933306666667,24.22199969999999,120.07,0,0,0,0,0,0,1,1,0,0,1.0,0.9999999999999997,0.89604899384875,0.8052552199001689,0.7648050573908096,0.6489873580956029,0.5534775459156489
2008-09-19,79.919503,32.07,66.41421576300006,62.469506596666676,60.55273013850008,33.796666333333356,32.677999799999995,29.74499975,28.6069996,26.481999733333335,24.834499699999988,124.120003,0,0,0,0,0,0,1,1,0,0,0.6235155472186474,0.8745051824062156,0.9125627294917849,0.7942719879926856,0.7748521015665073,0.6731224117733586,0.5701771232420978
2008-09-22,79.919503,33.849998,68.99722520500006,64.02795299666667,61.93911571800008,33.00666533333336,33.107999199999995,30.9112495,29.7279995,27.361999600000004,25.586499649999986,121.309998,0,0,0,0,0,0,1,1,0,0,0.2797554815223761,0.6344236762470076,0.7806542057482064,0.761337472262611,0.7345312787942386,0.6712436717773945,0.5710713028204601
2008-09-23,63.02730549,35.720001,69.49246101300005,64.62381279066668,62.480891422000084,33.87999966666669,34.191999599999995,32.32749975,30.752999700000004,28.277333000000006,26.323999749999984,118.550003,0,0,0,0,0,0,0,1,0,0,0.385850606689844,0.4297072118102889,0.6578243270861751,0.7211708255843253,0.7019781992153715,0.6674069116605559,0.5768175799628807
2008-09-24,63.02730549,35.189999,69.98769682100006,65.21967258466665,62.80511634650007,34.91999933333336,33.985999199999995,33.518749625,31.819999600000006,29.194666266666673,27.05899969999998,118.93,0,0,0,0,0,0,0,1,0,0,0.3644245765272172,0.34334355491314544,0.5307092423916185,0.6991055390247933,0.6840974961317959,0.6622014949906336,0.5828671407458131
2008-09-25,63.02730549,32.82,70.48293262900005,65.81553237866665,63.12934127100008,34.57666666666669,33.929999599999995,33.6587495,32.66299970000001,29.780666200000002,27.711999699999986,120.790001,0,0,0,0,0,0,0,1,0,0,0.38692190819797534,0.3790656971383452,0.4080936240312136,0.6300585150195067,0.6520713089399807,0.6459012462709436,0.588763924579504
2008-09-26,63.02730549,34.740002000000004,70.97816843700005,66.41139217266664,63.45356619550008,34.25000033333336,34.464,34.213749875,33.570999900000004,30.55933306666667,28.477499799999986,120.849998,0,0,0,0,0,0,0,1,0,0,0.3289686854435094,0.36010505672290033,0.34918425167618594,0.5461796006999454,0.6308734905839842,0.632962818269733,0.592137871749064
2008-09-29,63.02730549,46.720001,71.47340424500004,67.00725196666663,63.77779112000009,38.09333433333336,37.0380006,35.526249875,35.072999900000006,32.16466653333334,29.78099984999999,111.379997,0,0,0,0,0,0,0,0,0,0,0.5666712707352488,0.4275206214589109,0.40656740951876047,0.4920135095418515,0.5936108076334823,0.6252099890357453,0.6050746062127346
2008-09-30,70.13436452,39.389998999999996,70.49489039700003,67.81121310733329,64.58003891700008,40.283334000000025,37.772000199999994,36.3125,35.981999900000005,33.09266653333334,30.650999799999987,115.989998,0,0,0,0,0,0,0,0,0,0,0.38678693461159436,0.4274756302634506,0.4067546751031105,0.4153618763683008,0.5322895010946417,0.6035703578446173,0.6022438525211931
2008-10-01,70.13436452,39.810001,69.51637654900004,68.61517424799995,65.38228671400007,41.97333366666669,38.6960006,37.280000125,36.3409999,34.111999933333344,31.569999849999995,116.059998,0,0,0,0,0,0,0,0,0,0,0.3931230273288659,0.44886041089190276,0.41249436526344024,0.3865628113820781,0.47160180382752825,0.5935631191756768,0.5997747125588339
2008-10-02,70.13436452,45.259997999999996,68.53786270100004,69.4191353886666,66.18453451100007,41.48666600000002,41.1840002,38.706250125,37.55699990000001,35.503333200000014,32.63149969999999,111.849998,0,0,0,0,0,0,0,0,0,0,0.43768730836248976,0.40586575676764974,0.4226474452963432,0.4063042897370923,0.4153705346637772,0.5755966877254343,0.590087796027292
2008-10-03,70.13436452,45.139998999999996,67.55934885300005,70.22309652933328,66.98678230800007,43.40333266666669,43.26399959999999,39.88374987499999,38.8639998,36.80199980000001,33.7354997,110.339996,0,0,0,0,0,0,0,0,0,0,0.5697317215169114,0.4668473524027554,0.47080005251102364,0.42928942909047574,0.40999215209360357,0.5775156778929967,0.5924221268300541
2008-10-06,70.13436452,52.049999,66.58083500500004,71.02705766999993,67.78903010500007,47.48333200000002,44.32999919999999,41.991249874999994,40.6839999,38.15866633333334,35.20599969999999,104.720001,0,0,0,0,0,0,0,0,0,0,0.773478183080308,0.5936324043199027,0.5121614349800355,0.4804211299096121,0.4593644222493968,0.5664610167489993,0.5969478505218163
2008-10-07,70.23042142,53.68,67.30114659800003,70.38111889799993,68.39680380550007,50.289999333333355,47.18799939999999,44.598749874999996,42.4799998,39.717333066666676,36.61649974999999,100.029999,0,0,0,0,0,0,0,0,0,0,0.676799039798454,0.6733363147985575,0.5701638560174075,0.5166557713596719,0.4884592655602578,0.5449142860688962,0.5952187323878133
2008-10-08,70.23042142,57.529999,68.02145819100004,69.73518012599993,69.00457750600006,54.41999933333336,50.73199899999999,47.44749949999999,44.713999799999996,41.13799960000001,38.26699969999999,97.510002,0,0,0,0,0,0,0,0,0,0,0.930596883041007,0.793624701973256,0.6776586271598357,0.591859296059359,0.5450764962116368,0.5402874116049633,0.614586996171715
2008-10-09,70.23042142,63.919998,68.74176978400003,69.08924135399994,69.61235120650007,58.37666566666669,54.46399899999999,49.59749912499999,47.8239996,43.19266626666667,40.24349964999999,90.699997,0,0,0,0,0,0,0,0,0,0,0.6692332637886265,0.7588763955426954,0.7239678182450631,0.6046795451910313,0.5733076317707019,0.5182362958575385,0.6126894703553398
2008-10-10,70.23042142,69.949997,69.46208137700003,68.44330258199993,70.22012490700007,63.799998000000016,59.42599859999999,53.41749887499999,51.344999099999995,45.717999400000004,42.457999499999985,88.5,0,0,0,0,0,0,0,0,0,0,1.0,0.8666100489432106,0.8100214739416808,0.681331178364582,0.6404107632263509,0.5433352593762953,0.6356421269051662
2008-10-13,70.23042142,54.990002000000004,70.18239297000002,67.79736380999994,70.82789860750007,62.95333233333335,60.013999199999986,55.31499899999999,52.171999199999995,47.127333,43.622499549999986,101.349998,0,0,0,0,0,0,0,0,0,0,0.49669279422028584,0.721975352669637,0.7546643961696763,0.6942773992260095,0.6334129155748546,0.5577977468894894,0.613511861604167
