,Date,Close,score,VIX,Volume,return,5D_mom,10D_mom,20D_mom,30D_mom,60D_mom
0,2008-05-29,109.24401529999999,49.07306739,18.139999,173927200,0.005025103983666179,0.0036561400940520183,-0.00546994372465881,0.01258502143009621,0.023017857960488497,0.052710690551519335
1,2008-05-30,109.5171301,49.07306739,17.83,117362000,0.0025000428571428923,0.006021152821344522,-0.015294976603486776,-0.005456271451823591,0.024078824719179437,0.04871855266056113
2,2008-06-02,108.3856647,49.07306739,19.83,181069900,-0.010331399629580407,0.009154279345788163,-0.02635644115080793,-0.018443933942616675,0.003032914587894675,0.05981990019563388
3,2008-06-03,107.75361200000002,52.50134463,20.24,271965700,-0.00583151933037529,-0.004110832132963371,-0.03467323939867384,-0.019456124129004992,-0.0033201514979398494,0.064605570486169
4,2008-06-04,107.69899620000001,52.50134463,20.799999,246637700,-0.0005068578610138985,-0.009188793771957138,-0.027274614329935942,-0.028370284511715194,0.0005799767930987354,0.07828128125
5,2008-06-05,109.8526596,52.50134463,18.629998999999998,237867100,0.01999706506311938,0.005571421428571366,0.009247931419889222,0.009030927206682193,0.02221898037889214,0.0616892355193408
6,2008-06-06,106.3490437,52.50134463,23.559998999999998,384276300,-0.03189377775176727,-0.028927772186914114,-0.02308079790268802,-0.020623820907622492,-0.014676213832175544,0.03753038948286824
7,2008-06-09,106.6065489,52.50134463,23.120001000000002,228263900,0.002421322305006024,-0.016414680334687404,-0.0074106655580548075,-0.016414680334687404,-0.02134678275013846,0.037751623444813864
8,2008-06-10,106.07594080000001,53.31930859,23.18,260234900,-0.004977258270284612,-0.015569513087682285,-0.019616341565950157,-0.03218001405909099,-0.02642700614384441,0.04883883150344226
9,2008-06-11,104.515312,53.31930859,24.120001000000002,283890100,-0.01471237288932803,-0.029560946832025925,-0.03847811115983979,-0.04655462831875368,-0.03695714643432357,0.04395946117008265
10,2008-06-12,104.91326799999999,53.31930859,23.33,252791800,0.003807637691389587,-0.044963787789201515,-0.039642878571428564,-0.04489597798121825,-0.02755676361770454,0.006136286532354651
11,2008-06-13,106.2398001,53.31930859,21.219998999999998,244726900,0.012644083584471888,-0.0010272140816677267,-0.029925271253640084,-0.044762541533449496,-0.03521826230223435,0.044735932219524654
12,2008-06-16,106.3022267,53.31930859,20.950001,185832500,0.0005876019355535167,-0.002854626074316524,-0.01922244863451894,-0.04507225444911678,-0.03731184500430518,0.03142030539945018
13,2008-06-17,105.78722830000001,48.891315899999995,21.129998999999998,191707700,-0.004844667249347956,-0.002721752203593386,-0.01824888893472043,-0.05228938023860086,-0.03734996041539507,0.006309426912786353
14,2008-06-18,104.75720749999999,48.891315899999995,22.24,265893000,-0.009736718535391153,0.002314454198679261,-0.027314910090858957,-0.05384452078260982,-0.054910262831884604,-0.004449432505030826
15,2008-06-19,104.8898596,48.891315899999995,21.58,304204900,0.001266279329608988,-0.00022312384283651454,-0.0451768791389181,-0.036346740399070154,-0.03655394103916454,0.00915916687295426
16,2008-06-20,103.1960017,48.891315899999995,22.870001000000002,289275700,-0.021127778918728968,-0.03356586266173456,-0.034558597416612824,-0.05684175531652769,-0.0544696880002965,-0.009037483122740442
17,2008-06-23,103.094041,48.891315899999995,22.639999,165096400,-0.0009880300807413311,-0.03508771298796787,-0.037842176761900714,-0.04497240660398427,-0.05363568986187284,-0.00045622387864896474
18,2008-06-24,102.8901317,46.49367653,22.42,267300600,-0.001977900387475917,-0.032308067963734866,-0.034941885612154056,-0.0538727952149779,-0.06599746930099493,-0.0059104265673226575
19,2008-06-25,103.3763835,46.49367653,21.139999,287853900,0.004725939405047175,-0.018175061452513908,-0.015902672601124657,-0.05376887895687987,-0.06171695790765819,-0.03513654172361802
20,2008-06-26,100.5686478,46.49367653,23.93,297775000,-0.02716032208725172,-0.04604971054976503,-0.04626255960422221,-0.08407145714285713,-0.08908153472809444,-0.06196050611471482
21,2008-06-27,100.01965179999999,46.49367653,23.440001000000002,303423400,-0.005458917740276625,-0.03077977609393867,-0.06331248901854514,-0.0913431168645622,-0.10524100263271596,-0.06939575660953212
22,2008-06-30,100.3725829,46.49367653,23.950001,258842600,0.003528612903070716,-0.026397824870243225,-0.06055929855565734,-0.07861764918434766,-0.10290200889101342,-0.0650887286513896
23,2008-07-01,100.6862974,50.72939094,23.65,388622000,0.0031255039117323857,-0.021419292302472748,-0.0530353443147642,-0.07031639714146976,-0.10255153926840532,-0.06264603943835956
24,2008-07-02,98.96087054,50.72939094,25.92,288064600,-0.017136663922080464,-0.04271298145380442,-0.06011173184357532,-0.08578469538372124,-0.11071956523165516,-0.07776645560323647
25,2008-07-03,99.06282522,50.72939094,24.780001000000002,239352500,0.00103025836107129,-0.014973080089622726,-0.06033328463522225,-0.10278449426612091,-0.09448710680023276,-0.07008763792847483
26,2008-07-07,98.051099,50.72939094,25.780001000000002,372427300,-0.010212976173113342,-0.01968165937176869,-0.049855638397087176,-0.0826912948773868,-0.10386351171469832,-0.08087050931126272
27,2008-07-08,99.79220895,42.81719747,23.15,375973700,0.017757167279407238,-0.005782192394541474,-0.03202737996258753,-0.06865757095072345,-0.07555943821243405,-0.04603393889511409
28,2008-07-09,97.87071719,42.81719747,25.23,336729400,-0.01925492799834838,-0.027963887367039808,-0.048784212992084464,-0.08202148621419025,-0.10002886629081598,-0.061235179633237435
29,2008-07-10,98.27070336,42.81719747,25.59,436475700,0.004086881928945463,-0.006974140117292804,-0.04938923525361105,-0.06450648701647765,-0.10050251039836666,-0.05959172697419213
30,2008-07-11,97.12564444,42.81719747,27.49,481124600,-0.011652090702663487,-0.01955507908408005,-0.03423535940841793,-0.07891410365743623,-0.11542859999999999,-0.09506766115888954
31,2008-07-14,96.24725094,42.81719747,28.48,322720800,-0.00904388756601704,-0.018397024917541804,-0.03771660031142954,-0.09864115748694047,-0.1256145653460108,-0.10456039172797393
32,2008-07-15,94.89043815,50.96887526,28.540001,502502500,-0.01409715601289796,-0.04911977442816373,-0.05461794683658505,-0.11186962084326857,-0.12894166143736474,-0.12629981589543082
33,2008-07-16,97.21976059,50.96887526,25.1,371642900,0.02454749193400274,-0.006651189945899638,-0.03442908418643553,-0.08563847016693016,-0.10232455217103487,-0.10530497065380795
34,2008-07-17,98.19227024,50.96887526,25.01,375490600,0.010003210793830375,-0.0007981324629338094,-0.0077667062925980135,-0.06741156797020487,-0.09288513714287394,-0.0923590315737417
35,2008-07-18,98.80401626,50.96887526,24.049999,267030100,0.006230080021487616,0.0172804188398068,-0.0026125802012917365,-0.06278823929159705,-0.10512854173269315,-0.08524541035982125
36,2008-07-21,98.85891586,50.96887526,23.049999,222863000,0.0005556437397449265,0.02713495740600602,0.00823873000092945,-0.04202765553993537,-0.07513383612837943,-0.0887073697155033
37,2008-07-22,99.98044126,29.82402179,21.18,296904200,0.011344704212343348,0.053640838972490945,0.0018862386338609483,-0.030201552610153337,-0.06690083687969683,-0.08681950199916189
38,2008-07-23,100.5215927,29.82402179,21.309998999999998,311698400,0.0054125743941189075,0.033962560777368145,0.027085479388688993,-0.023020077398885896,-0.05715759809978527,-0.08207410004747917
39,2008-07-24,98.43540214,29.82402179,23.440001000000002,248634500,-0.020753655625398326,0.0024760783340913584,0.0016759696326582585,-0.04779604047941799,-0.06293862829716845,-0.09756974262913809
40,2008-07-25,98.41187459999999,29.82402179,22.91,219131000,-0.00023901680760074484,-0.003968883855321126,0.013242951009139192,-0.021445785586704735,-0.06671620825696267,-0.09243448909426044
41,2008-07-28,96.96879017,29.82402179,24.23,205201300,-0.014663722951935187,-0.019119428343052136,0.007496724189237858,-0.030502627072082067,-0.09188391884908931,-0.12386618919593917
42,2008-07-29,99.03929767,38.21699319,22.030001000000002,261505600,0.02135231333995735,-0.009413272448699161,0.04372263069216675,-0.013283356463118623,-0.07303822426890472,-0.10762487836989887
43,2008-07-30,100.80393520000001,38.21699319,21.209999,354710000,0.017817548446448672,0.002808777448837896,0.03686673150102249,0.0011683595120595136,-0.0519289491517102,-0.08733936537187581
44,2008-07-31,99.4706559,38.21699319,22.940001000000002,277402100,-0.013226460851369026,0.010517090104101845,0.013019209577137758,0.005151386907592315,-0.05527000372439472,-0.10714537612505359
45,2008-08-01,98.9451875,38.21699319,22.57,248690900,-0.005282645978354594,0.005419198149047011,0.0014288061256833018,-0.0011875069462038423,-0.061449145386834436,-0.09575687798862165
46,2008-08-04,98.02757146,38.21699319,23.49,188239600,-0.009273985121306727,0.010918788506298904,-0.008409400831192348,-0.0002399536131808544,-0.05008362896969709,-0.10182527732609159
47,2008-08-05,100.6706084,46.74056249,21.139999,251577600,0.02696218140590756,0.01647134951276019,0.006903027763499603,0.00880228715501885,-0.023507007002822378,-0.07588188232751103
48,2008-08-06,101.1176437,46.74056249,20.23,209555400,0.004440573352753274,0.003112067245873096,0.005929585799010484,0.03317567086164219,-0.017226991123912017,-0.08208752260705798
49,2008-08-07,99.61182713,46.74056249,21.15,246312500,-0.014891732756085685,0.0014192225590281549,0.011951238754661198,0.01364723830054504,-0.03641602361605378,-0.09588549532703572
50,2008-08-08,101.46273029999999,46.74056249,20.66,260811700,0.018581158671267417,0.025443808641604004,0.031000891831346244,0.04465438613224748,0.008890267765429671,-0.0809832256593529
51,2008-08-11,102.51367900000001,46.74056249,20.120001000000002,249425800,0.01035798138509647,0.04576373383092647,0.05718220686818354,0.06510761029084433,0.02493537226484266,-0.08292985394604535
52,2008-08-12,101.4470532,50.71623246,21.17,213200800,-0.010404719816134778,0.0077127219716990325,0.02431111042374967,0.06909668681869063,0.01070482081485813,-0.09329873564282254
53,2008-08-13,100.8353132,50.71623246,21.549999,256393200,-0.006030142743093547,-0.0027921043942039647,0.0003112736350368017,0.03718948077758544,0.0014799968266085983,-0.10122331839447773
54,2008-08-14,101.596057,50.71623246,20.34,239555300,0.007544418971681122,0.019919620188652454,0.021367113122019665,0.034664505622951314,0.026628570296401755,-0.08703929866121152
55,2008-08-15,102.0901593,50.71623246,19.58,181000800,0.0048634015288238075,0.006183837295502759,0.03178498630992421,0.03325920701875207,0.030559734471692357,-0.06681487322335389
56,2008-08-18,100.694136,50.71623246,20.98,172275100,-0.013674418278780354,-0.017749276074937592,0.027202184610003677,0.018564029704941643,0.02695570373433931,-0.07970752203094844
57,2008-08-19,99.59613812,52.19179141,21.280001000000002,194673700,-0.010904283907658519,-0.018245132512788698,-0.010673130175497647,-0.003843779325922947,-0.0019647909771265404,-0.07737577068712409
58,2008-08-20,100.0588684,52.19179141,20.42,225498200,0.004646066692591155,-0.00770012402659348,-0.010470728870666912,-0.00460323015687325,0.02235756853628046,-0.07990769998823888
59,2008-08-21,100.23141170000001,52.19179141,19.82,180609800,0.0017244160256399965,-0.01343206804094843,0.00621999045398014,0.018245565799608565,0.019952114446477598,-0.0825556335415154
60,2008-08-22,101.6823287,52.19179141,18.809998999999998,167715300,0.014475672586643062,-0.0039948068524976454,0.002164327207402339,0.033232315112392774,0.04691536004248564,-0.07392861428571429
