Date,Close,TLT,alloc_momenutm,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,score,zscore,score_over_bought,zscore_over_bought,cftc_score_momentum_to_equity,VIX,Volume
6/25/2008,103.3763835,63.40830438,FALSE,306659,46.49367653,60.69238563,FALSE,TRUE,FALSE,21.139999,287853900
6/26/2008,100.5686478,63.83503766,FALSE,306659,46.49367653,60.52391935,FALSE,TRUE,FALSE,23.93,297775000
6/27/2008,100.0196518,64.58356885,FALSE,306659,46.49367653,60.35654024,FALSE,TRUE,FALSE,23.440001,303423400
6/30/2008,100.3725829,64.59755774,FALSE,306659,46.49367653,60.1902373,FALSE,TRUE,FALSE,23.950001,258842600
7/1/2008,100.6862974,64.44486426,FALSE,332411,50.72939094,123.3730982,FALSE,TRUE,FALSE,23.65,388622000
7/2/2008,98.96087054,64.78186458,FALSE,332411,50.72939094,123.0277231,FALSE,TRUE,FALSE,25.92,288064600
7/3/2008,99.06282522,64.64144867,FALSE,332411,50.72939094,122.6845979,FALSE,TRUE,FALSE,24.780001,239352500
7/7/2008,98.051099,64.93632529,FALSE,332411,50.72939094,122.3436998,FALSE,TRUE,FALSE,25.780001,372427300
7/8/2008,99.79220895,65.35757837,FALSE,284307,42.81719747,3.269411596,FALSE,TRUE,FALSE,23.15,375973700
7/9/2008,97.87071719,65.64543794,FALSE,284307,42.81719747,3.260660609,FALSE,TRUE,FALSE,25.23,336729400
7/10/2008,98.27070336,65.63841554,FALSE,284307,42.81719747,3.251964081,FALSE,TRUE,FALSE,25.59,436475700
7/11/2008,97.12564444,64.70463958,FALSE,284307,42.81719747,3.243321482,FALSE,TRUE,FALSE,27.49,481124600
7/14/2008,96.24725094,65.27333097,FALSE,284307,42.81719747,3.234732288,FALSE,TRUE,FALSE,28.48,322720800
7/15/2008,94.89043815,65.25226911,FALSE,333867,50.96887526,126.109168,FALSE,TRUE,FALSE,28.540001,502502500
7/16/2008,97.21976059,64.07275729,FALSE,333867,50.96887526,125.7666461,FALSE,TRUE,FALSE,25.1,371642900
7/17/2008,98.19227024,63.74277402,FALSE,333867,50.96887526,125.4262897,FALSE,TRUE,FALSE,25.01,375490600
7/18/2008,98.80401626,63.50406055,FALSE,333867,50.96887526,125.0880773,FALSE,TRUE,FALSE,24.049999,267030100
7/21/2008,98.85891586,63.74979642,FALSE,333867,50.96887526,124.7519877,FALSE,TRUE,FALSE,23.049999,222863000
7/22/2008,99.98044126,63.43385259,FALSE,205312,29.82402179,-195.5894689,FALSE,FALSE,FALSE,21.18,296904200
7/23/2008,100.5215927,63.30747614,FALSE,205312,29.82402179,-195.0437422,FALSE,FALSE,FALSE,21.309999,311698400
7/24/2008,98.43540214,63.92531898,FALSE,205312,29.82402179,-194.5015773,FALSE,FALSE,FALSE,23.440001,248634500
7/25/2008,98.4118746,63.28641429,FALSE,205312,29.82402179,-193.9629376,FALSE,FALSE,FALSE,22.91,219131000
7/28/2008,96.96879017,63.92531898,FALSE,205312,29.82402179,-193.4277871,FALSE,FALSE,FALSE,24.23,205201300
7/29/2008,99.03929767,63.66554366,FALSE,256339,38.21699319,-65.46838763,FALSE,FALSE,FALSE,22.030001,261505600
7/30/2008,100.8039352,63.72872921,FALSE,256339,38.21699319,-65.30056568,FALSE,FALSE,FALSE,21.209999,354710000
7/31/2008,99.4706559,64.3606115,FALSE,256339,38.21699319,-65.1337442,FALSE,FALSE,FALSE,22.940001,277402100
8/1/2008,98.9451875,64.50279609,FALSE,256339,38.21699319,-64.96791385,FALSE,FALSE,FALSE,22.57,248690900
8/4/2008,98.02757146,64.35482222,FALSE,256339,38.21699319,-64.8030654,FALSE,FALSE,FALSE,23.49,188239600
8/5/2008,100.6706084,63.87566643,TRUE,308160,46.74056249,65.3474801,FALSE,TRUE,TRUE,21.139999,251577600
8/6/2008,101.1176437,63.61424324,TRUE,308160,46.74056249,65.18275135,FALSE,TRUE,TRUE,20.23,209555400
8/7/2008,99.61182713,64.65076996,TRUE,308160,46.74056249,65.01898838,FALSE,TRUE,TRUE,21.15,246312500
8/8/2008,101.4627303,64.82693009,TRUE,308160,46.74056249,64.8561823,FALSE,TRUE,TRUE,20.66,260811700
8/11/2008,102.513679,64.20684835,TRUE,308160,46.74056249,64.69432436,FALSE,TRUE,TRUE,20.120001,249425800
8/12/2008,101.4470532,64.80579174,TRUE,332331,50.71623246,125.4050403,FALSE,TRUE,TRUE,21.17,213200800
8/13/2008,100.8353132,64.58030698,TRUE,332331,50.71623246,125.0865511,FALSE,TRUE,TRUE,21.549999,256393200
8/14/2008,101.596057,64.99604232,TRUE,332331,50.71623246,124.7699452,FALSE,TRUE,TRUE,20.34,239555300
8/15/2008,102.0901593,65.55975691,TRUE,332331,50.71623246,124.4552051,FALSE,TRUE,TRUE,19.58,181000800
8/18/2008,100.694136,65.82047584,TRUE,332331,50.71623246,124.1423136,FALSE,TRUE,TRUE,20.98,172275100
8/19/2008,99.59613812,65.56680482,TRUE,341302,52.19179141,146.5049646,FALSE,TRUE,TRUE,21.280001,194673700
8/20/2008,100.0588684,65.75000749,TRUE,341302,52.19179141,146.1344373,FALSE,TRUE,TRUE,20.42,225498200
8/21/2008,100.2314117,65.63021988,FALSE,341302,52.19179141,145.7660942,FALSE,TRUE,FALSE,19.82,180609800
8/22/2008,101.6823287,65.58794317,FALSE,341302,52.19179141,145.399915,FALSE,TRUE,FALSE,18.809999,167715300
8/25/2008,99.61966566,66.24325909,FALSE,341302,52.19179141,145.0358798,FALSE,TRUE,FALSE,20.969999,171936900
8/26/2008,99.90985265,66.29962625,FALSE,367755,56.542807,211.7541753,FALSE,TRUE,FALSE,20.49,159117200
8/27/2008,100.8823683,66.41237132,FALSE,367755,56.542807,211.2015286,FALSE,TRUE,FALSE,19.76,171032800
8/28/2008,102.1058484,66.41941923,FALSE,367755,56.542807,210.6522658,FALSE,TRUE,FALSE,19.43,167537100
8/29/2008,101.0078445,66.12346612,FALSE,367755,56.542807,210.1063539,FALSE,TRUE,FALSE,20.65,189195800
9/2/2008,100.3804214,66.73650523,FALSE,352839,54.08940858,171.654885,FALSE,TRUE,FALSE,21.99,252364900
9/3/2008,100.2941498,67.0193726,FALSE,352839,54.08940858,171.2257757,FALSE,TRUE,FALSE,21.43,251947000
9/4/2008,97.27466019,67.55400316,FALSE,352839,54.08940858,170.7991714,FALSE,TRUE,FALSE,24.030001,340042500
9/5/2008,97.5805302,67.5214746,FALSE,352839,54.08940858,170.3750491,FALSE,TRUE,FALSE,23.059999,289503400
9/8/2008,99.59613812,67.80434197,FALSE,352839,54.08940858,169.9533862,FALSE,TRUE,FALSE,22.639999,364075300
9/9/2008,96.6393926,68.47616547,FALSE,377070,58.07494741,231.3117243,FALSE,TRUE,FALSE,25.469999,377326800
9/10/2008,97.03153427,68.05185902,FALSE,377070,58.07494741,230.7141169,FALSE,TRUE,FALSE,24.52,298916600
9/11/2008,98.43540214,68.0164979,FALSE,377070,58.07494741,230.1201446,FALSE,TRUE,FALSE,24.389999,375369400
9/12/2008,98.89028193,67.13959717,FALSE,377070,58.07494741,229.5297724,FALSE,TRUE,FALSE,25.66,297851200
9/15/2008,94.18458196,69.31770508,FALSE,377070,58.07494741,228.9429657,FALSE,TRUE,FALSE,31.700001,483607000
9/16/2008,95.76099312,69.30356387,FALSE,509879,79.919503,567.1746267,FALSE,TRUE,FALSE,30.299999,581744300
9/17/2008,91.45527933,69.65008018,FALSE,509879,79.919503,564.9759181,FALSE,TRUE,FALSE,36.220001,624095600
9/18/2008,94.16889893,68.63174576,FALSE,509879,79.919503,562.8007919,FALSE,TRUE,FALSE,33.099998,776114700
9/19/2008,97.88710939,66.45363246,FALSE,509879,79.919503,560.6487947,FALSE,TRUE,FALSE,32.07,501087800
9/22/2008,95.67100176,66.44655916,FALSE,509879,79.919503,558.5194865,FALSE,TRUE,FALSE,33.849998,249966500
9/23/2008,93.494335,66.19197421,FALSE,407179,63.02730549,295.5358262,FALSE,TRUE,FALSE,35.720001,327470400
9/24/2008,93.79401943,66.48192028,FALSE,407179,63.02730549,294.7466458,FALSE,TRUE,FALSE,35.189999,311818400
9/25/2008,95.26090696,66.3475545,FALSE,407179,63.02730549,293.9625074,FALSE,TRUE,FALSE,32.82,328253000
9/26/2008,95.30822397,66.82843659,FALSE,407179,63.02730549,293.1833592,FALSE,TRUE,FALSE,34.740002,285917400
9/29/2008,87.83971748,68.77317945,FALSE,407179,63.02730549,292.4091498,FALSE,TRUE,FALSE,46.720001,459562300
9/30/2008,91.47538961,67.09716275,FALSE,450388,70.13436452,401.6905053,FALSE,TRUE,FALSE,39.389999,328154400
10/1/2008,91.53059479,67.93867856,FALSE,450388,70.13436452,400.4902107,FALSE,TRUE,FALSE,39.810001,332783000
10/2/2008,88.21038345,68.48485807,FALSE,450388,70.13436452,399.2988915,FALSE,TRUE,FALSE,45.259998,365337800
10/3/2008,87.01952186,69.08777907,FALSE,450388,70.13436452,398.1164349,FALSE,TRUE,FALSE,45.139999,461798000
10/6/2008,82.58731863,70.34327328,FALSE,450388,70.13436452,396.9427304,FALSE,TRUE,FALSE,52.049999,610637500
10/7/2008,78.88855314,70.13048049,FALSE,450972,70.23042142,397.2641481,FALSE,TRUE,FALSE,53.68,540012100
10/8/2008,76.90116045,69.12324183,FALSE,450972,70.23042142,396.1010654,FALSE,TRUE,FALSE,57.529999,725414800
10/9/2008,71.53045703,68.54159957,FALSE,450972,70.23042142,394.946485,FALSE,TRUE,FALSE,63.919998,534485200
10/10/2008,69.79543176,68.05926168,FALSE,450972,70.23042142,393.8003028,FALSE,TRUE,FALSE,69.949997,871026300
10/13/2008,79.92956951,67.18680098,FALSE,450972,70.23042142,392.6624164,FALSE,TRUE,FALSE,54.990002,455584000
10/14/2008,78.74659609,66.75411529,FALSE,506311,79.33263484,532.2715459,FALSE,TRUE,FALSE,55.130001,546268300
10/15/2008,70.99417551,67.39250446,FALSE,506311,79.33263484,530.4250832,FALSE,TRUE,FALSE,69.25,484627500
10/16/2008,73.95160906,67.04422479,FALSE,506311,79.33263484,528.595938,FALSE,TRUE,FALSE,67.610001,708811200
10/17/2008,73.50996757,66.58387998,FALSE,506311,79.33263484,526.7838227,FALSE,TRUE,FALSE,70.330002,476649000
10/20/2008,77.92640047,67.11587006,FALSE,506311,79.33263484,524.9884568,FALSE,TRUE,FALSE,52.970001,321294200
10/21/2008,75.59988848,67.47053011,FALSE,554465,87.25305236,645.1079399,TRUE,TRUE,FALSE,53.110001,356502000
10/22/2008,71.48314002,68.83951812,FALSE,554465,87.25305236,642.5181402,TRUE,TRUE,FALSE,69.650002,516168000
10/23/2008,72.31122382,69.35022405,FALSE,554465,87.25305236,639.9585434,TRUE,TRUE,FALSE,67.800003,634666400
10/24/2008,68.64400502,68.6125359,FALSE,554465,87.25305236,637.4285051,TRUE,TRUE,FALSE,79.129997,545812600
10/27/2008,66.20707664,68.6621881,FALSE,554465,87.25305236,634.9274012,TRUE,TRUE,FALSE,80.059998,397288600
10/28/2008,73.9437269,67.66204415,FALSE,590739,93.21943573,723.6118212,TRUE,TRUE,FALSE,66.959999,639939500
10/29/2008,73.40744537,67.32157353,FALSE,590739,93.21943573,720.4209522,TRUE,TRUE,FALSE,69.959999,531270100
10/30/2008,75.94689594,66.71155781,FALSE,590739,93.21943573,717.2728965,TRUE,TRUE,FALSE,62.900002,414582100
10/31/2008,76.36487892,65.84618642,FALSE,590739,93.21943573,714.1665888,TRUE,TRUE,FALSE,59.889999,411394000
11/3/2008,76.58569967,66.02354098,FALSE,590739,93.21943573,711.1010029,TRUE,TRUE,FALSE,53.68,205419400
11/4/2008,79.18824359,67.26268262,FALSE,767009,100,1145.233011,TRUE,TRUE,FALSE,47.73,346793400
11/5/2008,75.86014408,68.06029396,FALSE,767009,100,1136.506211,TRUE,TRUE,FALSE,54.560001,387844100
11/6/2008,71.65664375,67.56890787,FALSE,767009,100,1128.023504,TRUE,TRUE,FALSE,63.68,477721900
11/7/2008,74.02259059,67.12737758,FALSE,767009,100,1119.772154,TRUE,TRUE,FALSE,56.099998,380391000
11/10/2008,73.05254974,67.45425474,FALSE,767009,100,1111.740382,TRUE,TRUE,FALSE,59.98,301773000
11/11/2008,70.79701327,67.65436797,FALSE,670909,87.0662796,871.3211259,TRUE,TRUE,FALSE,61.439999,418498200
11/12/2008,67.68185234,68.08878067,FALSE,670909,87.0662796,866.8824061,TRUE,TRUE,FALSE,66.459999,454330600
11/13/2008,71.901123,66.45795367,TRUE,670909,87.0662796,862.5173129,TRUE,TRUE,FALSE,59.830002,753141900
11/14/2008,68.3127739,67.77543238,FALSE,670909,87.0662796,858.2235557,TRUE,TRUE,FALSE,66.309998,540352300
11/17/2008,67.40582641,68.0745346,FALSE,670909,87.0662796,853.9989484,TRUE,TRUE,FALSE,69.150002,415254900
11/18/2008,68.6755517,68.95048302,FALSE,787692,100,1129.315775,TRUE,TRUE,FALSE,67.639999,523811800
11/19/2008,64.27488913,70.71662049,FALSE,787692,100,1121.500058,TRUE,TRUE,FALSE,74.260002,558327600
11/20/2008,59.5035606,74.3699544,FALSE,787692,100,1113.879447,TRUE,TRUE,FALSE,80.860001,814180400
11/21/2008,62.71336157,73.29460451,FALSE,787692,100,1106.444824,TRUE,TRUE,FALSE,72.669998,718536500
11/24/2008,67.05881895,72.14804057,FALSE,787692,100,1099.187689,TRUE,TRUE,FALSE,64.699997,523305300
11/25/2008,67.55567164,74.27025366,FALSE,925729,100,1413.716106,TRUE,TRUE,FALSE,60.900002,454112400
11/26/2008,70.16609772,74.3699544,FALSE,925729,100,1400.718956,TRUE,TRUE,FALSE,54.919998,370134200
11/28/2008,71.04938069,75.28863016,FALSE,925729,100,1388.183446,TRUE,TRUE,FALSE,55.279999,118308100
12/1/2008,64.75596547,78.16218179,FALSE,925729,100,1376.079342,TRUE,TRUE,FALSE,68.510002,369927100
12/2/2008,67.24809301,78.46225467,FALSE,952179,100,1424.263326,TRUE,TRUE,FALSE,62.98,469508400
12/3/2008,68.86482576,78.68373625,FALSE,952179,100,1411.660554,TRUE,TRUE,FALSE,60.720001,519863500
12/4/2008,67.27175753,80.23412368,FALSE,952179,100,1399.486421,TRUE,TRUE,FALSE,63.639999,444173800
12/5/2008,69.3459021,78.93380243,FALSE,952179,100,1387.713994,TRUE,TRUE,FALSE,59.93,471905300
12/8/2008,71.76705412,78.76232754,FALSE,952179,100,1376.318746,TRUE,TRUE,FALSE,58.490002,412859300
12/9/2008,70.5840807,80.31985568,FALSE,960645,100,1383.910521,TRUE,TRUE,FALSE,58.91,370790000
12/10/2008,71.06515704,80.12695324,FALSE,960645,100,1372.839674,TRUE,TRUE,FALSE,55.73,396187400
12/11/2008,69.35379027,80.28413583,FALSE,960645,100,1362.103131,TRUE,TRUE,FALSE,55.779999,365061000
12/12/2008,70.18186805,80.28413583,FALSE,960645,100,1351.682139,TRUE,TRUE,FALSE,54.279999,415060400
12/15/2008,69.20394505,81.19864676,FALSE,960645,100,1341.559452,TRUE,TRUE,FALSE,56.759998,256694200
12/16/2008,72.46106303,83.20628421,FALSE,1169458,100,1777.607498,TRUE,TRUE,FALSE,52.369999,377699500
12/17/2008,71.75916595,85.46398784,FALSE,1169458,100,1757.798632,TRUE,TRUE,FALSE,49.84,281819800
12/18/2008,70.41846514,87.25728441,FALSE,1169458,100,1738.876222,TRUE,TRUE,FALSE,47.34,374673300
12/19/2008,70.11823336,87.350168,FALSE,1169458,100,1720.76817,TRUE,TRUE,FALSE,44.93,301451300
12/22/2008,69.21978746,86.67857165,FALSE,991761,84.48695206,1335.656068,TRUE,TRUE,FALSE,44.560001,243759500
12/23/2008,68.50421902,86.56426051,FALSE,991761,84.48695206,1326.560711,TRUE,TRUE,FALSE,45.02,221625200
12/24/2008,68.90175974,86.37849877,FALSE,991761,84.48695206,1317.691617,TRUE,TRUE,FALSE,44.209999,62061600
12/26/2008,69.29930045,86.6642848,FALSE,991761,84.48695206,1309.038254,TRUE,TRUE,FALSE,43.380001,74767700
12/29/2008,69.10053009,86.56075498,FALSE,991761,84.48695206,1300.590798,TRUE,TRUE,FALSE,43.900002,127795900
12/30/2008,70.7383959,87.38514422,FALSE,977429,83.23576041,1263.103526,TRUE,TRUE,FALSE,41.630001,168256300
12/31/2008,71.74814665,85.55715093,FALSE,977429,83.23576041,1255.465811,TRUE,TRUE,FALSE,40,193987200
1/2/2009,73.91076911,83.40657317,FALSE,977429,83.23576041,1247.991976,TRUE,TRUE,FALSE,39.189999,227566300
1/5/2009,73.82330967,81.25599541,FALSE,977429,83.23576041,1240.675415,TRUE,TRUE,FALSE,39.080002,240349700
1/6/2009,74.31626234,80.43877629,FALSE,1027419,87.59991549,1334.094871,TRUE,TRUE,FALSE,38.560001,328260900
1/7/2009,72.09003191,80.75419612,TRUE,1027419,87.59991549,1325.64909,TRUE,TRUE,FALSE,43.389999,280899200
1/8/2009,72.38580351,80.68967594,TRUE,1027419,87.59991549,1317.396092,TRUE,TRUE,FALSE,42.560001,263834400
1/9/2009,70.83380179,80.81154617,TRUE,1027419,87.59991549,1309.327624,TRUE,TRUE,FALSE,42.82,330953600
1/12/2009,69.13232801,81.65027018,TRUE,1027419,87.59991549,1301.435945,TRUE,TRUE,FALSE,45.84,277858500
1/13/2009,69.25954395,81.73628979,FALSE,969445,82.53875272,1179.078954,TRUE,TRUE,FALSE,43.27,356432300
1/14/2009,67.08102253,83.08398869,FALSE,969445,82.53875272,1172.979802,TRUE,TRUE,FALSE,49.139999,435491600
1/15/2009,67.104874,83.22018823,FALSE,969445,82.53875272,1166.988053,TRUE,TRUE,FALSE,51,532647300
1/16/2009,67.62962459,81.93701498,FALSE,969445,82.53875272,1161.10015,TRUE,TRUE,FALSE,46.110001,399237200
1/20/2009,64.05971067,81.92267473,FALSE,896868,76.20273984,1012.946959,FALSE,TRUE,FALSE,56.650002,419855200
1/21/2009,66.82659672,79.33481239,FALSE,896868,76.20273984,1008.680638,FALSE,TRUE,FALSE,46.419998,364360700
1/22/2009,65.79298843,77.80790414,FALSE,896868,76.20273984,1004.471303,FALSE,TRUE,FALSE,47.290001,427940300
1/23/2009,66.07921823,77.19857487,FALSE,896868,76.20273984,1000.31753,FALSE,TRUE,FALSE,47.27,386800600
1/26/2009,66.5324144,76.52472542,TRUE,896868,76.20273984,996.2179459,FALSE,TRUE,TRUE,45.689999,317978800
1/27/2009,67.20823241,78.32404368,TRUE,1026670,87.53452737,1244.467437,TRUE,TRUE,FALSE,42.25,273789700
1/28/2009,69.48216578,76.36701551,TRUE,1026670,87.53452737,1237.882503,TRUE,TRUE,FALSE,39.66,330007000
1/29/2009,67.22413743,74.61071252,TRUE,1026670,87.53452737,1231.417948,TRUE,TRUE,FALSE,42.630001,294392500
1/30/2009,65.8565964,74.37414766,TRUE,1026670,87.53452737,1225.069628,TRUE,TRUE,FALSE,44.84,383383600
2/2/2009,65.65782604,75.75426637,TRUE,1026670,87.53452737,1218.83361,TRUE,TRUE,FALSE,45.52,288233300
2/3/2009,66.58011735,73.95007838,TRUE,1024964,87.38559261,1209.440657,TRUE,TRUE,FALSE,43.060001,278385800
2/4/2009,66.25413711,73.69131017,TRUE,1024964,87.38559261,1203.454948,TRUE,TRUE,FALSE,43.849998,322989300
2/5/2009,67.24003639,73.75600496,TRUE,1024964,87.38559261,1197.569773,TRUE,TRUE,FALSE,43.73,417679400
2/6/2009,69.15538484,73.52598938,TRUE,1024964,87.38559261,1191.78195,TRUE,TRUE,FALSE,43.369999,366101700
2/9/2009,69.25159144,73.76319449,TRUE,1024964,87.38559261,1186.088449,TRUE,TRUE,FALSE,43.639999,240075200
2/10/2009,66.07921823,75.36611404,FALSE,881203,74.83517654,908.0539311,FALSE,TRUE,FALSE,46.669998,536212800
2/11/2009,66.46880643,76.34368164,FALSE,881203,74.83517654,904.8896141,FALSE,TRUE,FALSE,44.529999,324442500
2/12/2009,66.51651544,75.62488226,FALSE,881203,74.83517654,901.7581251,FALSE,TRUE,FALSE,41.25,469302200
2/13/2009,65.80094094,73.61224728,FALSE,881203,74.83517654,898.6588354,FALSE,TRUE,FALSE,42.93,293998400
2/17/2009,62.98635195,75.90521358,FALSE,882020,74.9065011,897.135324,FALSE,TRUE,FALSE,48.66,478910100
2/18/2009,62.83528453,75.25829304,FALSE,882020,74.9065011,894.088269,FALSE,TRUE,FALSE,48.459999,362964800
2/19/2009,62.16026118,73.97883102,FALSE,882020,74.9065011,891.0718084,FALSE,TRUE,FALSE,47.080002,316867500
2/20/2009,61.55520294,74.6976304,TRUE,882020,74.9065011,888.0853761,FALSE,TRUE,TRUE,49.299999,477176600
2/23/2009,59.35283005,75.38767715,FALSE,882020,74.9065011,885.1284217,FALSE,TRUE,FALSE,52.619999,379641400
2/24/2009,61.60291196,75.30860877,FALSE,892680,75.83712509,902.2437981,FALSE,TRUE,FALSE,45.490002,426260900
2/25/2009,61.11950109,74.43886218,TRUE,892680,75.83712509,899.2133406,FALSE,TRUE,TRUE,44.669998,461985800
2/26/2009,60.12406001,73.65537349,FALSE,892680,75.83712509,896.2129803,FALSE,TRUE,FALSE,44.66,363353900
2/27/2009,58.78037045,73.231279,FALSE,892680,75.83712509,893.2421662,FALSE,TRUE,FALSE,46.349998,470510900
3/2/2009,56.13274783,74.44042128,FALSE,892680,75.83712509,890.3003624,FALSE,TRUE,FALSE,52.650002,426452600
3/3/2009,55.71135564,73.94309292,FALSE,921712,78.371635,941.6773582,FALSE,TRUE,FALSE,50.93,443761000
3/4/2009,57.03119373,73.60433884,FALSE,921712,78.371635,938.4313596,FALSE,TRUE,FALSE,47.560001,462753100
3/5/2009,54.70160489,75.65130366,FALSE,921712,78.371635,935.2189842,FALSE,TRUE,FALSE,50.169998,485549400
3/6/2009,54.79701078,75.14677163,FALSE,921712,78.371635,932.0395869,FALSE,TRUE,FALSE,49.330002,490470000
3/9/2009,54.15299676,74.70710564,FALSE,921712,78.371635,928.8925412,FALSE,TRUE,FALSE,49.68,379905300
3/10/2009,57.38102543,73.27278843,FALSE,839029,71.15336264,771.9441852,FALSE,TRUE,FALSE,44.369999,406227900
3/11/2009,57.75471467,74.06562684,FALSE,839029,71.15336264,769.7613757,FALSE,TRUE,FALSE,43.610001,356648300
3/12/2009,60.02864805,74.41879927,FALSE,839029,71.15336264,767.5956395,FALSE,TRUE,FALSE,41.18,409702700
3/13/2009,60.49774319,74.04400483,FALSE,839029,71.15336264,765.446737,FALSE,TRUE,FALSE,42.360001,337474700
3/16/2009,60.31487785,72.87636648,FALSE,839029,71.15336264,763.3144336,FALSE,TRUE,FALSE,43.740002,360644900
3/17/2009,62.15946653,72.47994453,FALSE,819901,69.4834775,725.6778073,FALSE,TRUE,FALSE,40.799999,356814300
3/18/2009,63.55085904,75.22605602,FALSE,819901,69.4834775,723.7489136,FALSE,TRUE,FALSE,40.060001,473273200
3/19/2009,62.76373012,75.31975325,FALSE,819901,69.4834775,721.8338797,FALSE,TRUE,FALSE,43.68,428520400
3/20/2009,61.43710926,74.90170928,FALSE,819901,69.4834775,719.932529,FALSE,TRUE,FALSE,45.889999,371078200
3/23/2009,65.85007507,74.25302131,FALSE,819901,69.4834775,718.0446886,FALSE,TRUE,FALSE,43.23,419933300
3/24/2009,64.55261337,74.95937166,TRUE,529815,44.15880671,177.6443991,FALSE,TRUE,TRUE,42.93,330271000
3/25/2009,65.23337794,73.95030209,TRUE,529815,44.15880671,177.3436635,FALSE,TRUE,TRUE,42.25,441775100
3/26/2009,66.56287641,74.80801205,TRUE,529815,44.15880671,177.044115,FALSE,TRUE,TRUE,40.360001,422025200
3/27/2009,65.36152502,75.36299728,TRUE,529815,44.15880671,176.745746,FALSE,TRUE,TRUE,41.040001,322332300
3/30/2009,63.10298465,75.65130366,TRUE,529815,44.15880671,176.4485494,FALSE,TRUE,TRUE,45.540001,324108500
3/31/2009,63.68763891,76.19187605,TRUE,531733,44.32624918,179.7258037,FALSE,TRUE,TRUE,44.139999,364238300
4/1/2009,64.92102707,76.88533228,TRUE,531733,44.32624918,179.4245191,FALSE,TRUE,TRUE,42.279999,377018300
4/2/2009,66.81916446,75.9456767,TRUE,531733,44.32624918,179.1244121,FALSE,TRUE,TRUE,42.040001,476230700
4/3/2009,67.4839137,74.39163348,TRUE,531733,44.32624918,178.8254755,FALSE,TRUE,TRUE,39.700001,284646300
4/6/2009,66.95531615,74.0736007,TRUE,531733,44.32624918,178.5277022,FALSE,TRUE,TRUE,40.93,264866600
4/7/2009,65.39356179,74.2615274,TRUE,466154,38.60116564,55.74896215,FALSE,TRUE,TRUE,40.389999,258947800
4/8/2009,66.09835241,74.91928741,TRUE,466154,38.60116564,55.65952733,FALSE,TRUE,TRUE,38.849998,230402800
4/9/2009,68.72530646,73.97963183,TRUE,466154,38.60116564,55.57042658,FALSE,TRUE,TRUE,36.529999,269653500
4/13/2009,68.7413279,74.65907527,TRUE,466154,38.60116564,55.48165793,FALSE,TRUE,TRUE,37.810001,224847500
4/14/2009,67.55599185,75.04939349,TRUE,446835,36.91460608,19.23148259,FALSE,TRUE,TRUE,37.669998,276598800
4/15/2009,68.2768039,74.91928741,TRUE,446835,36.91460608,19.20098894,FALSE,TRUE,TRUE,36.169998,250726100
