Date,score,VIX,2w_score,3w_score,4w_score,3D_vix,5D_vix,8D_vix,10D_vix,15D_vix,20D_vix,3_c_5,3_c_10,5_c_10,10_c_15,10_c_20,10_c_25,10_c_30,20_c_30,20_c_40,20_c_50,20_c_60,30_c_50,30_c_60,30_c_70,40_c_60,40_c_70,40_c_80,50_c_70,50_c_80,60_c_80,60_c_90,volume_score,3D_volume,5D_volume,8D_volume,10D_volume,15D_volume,20D_volume,close
2008-07-10,-0.14365605059999986,-0.5526852602940787,-0.05829962848000081,-0.05338310362210241,-0.03569515943299206,-0.5528776696296472,-0.5239262987164505,-0.504942836876854,-0.5007115387763562,-0.5028826396007138,-0.5125664010958445,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.5599333762087135,0.34575260770745886,0.23012544446768302,0.3030494241654489,0.3400928391565605,0.31798342638628796,0.20904767780663192,125.300003
2008-07-11,-0.14365605059999986,-0.5010197280484101,-0.06565258660000084,-0.06148755810663731,-0.046237448941303105,-0.5110382795087477,-0.5073112411353224,-0.49054147424069106,-0.4887910312699909,-0.4888896716164266,-0.505036512290536,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.7381218867375594,0.48584909462384984,0.43005701645802286,0.4325888797892947,0.43186621506994394,0.3828370879476586,0.27211642968508687,123.839996
2008-07-14,-0.14365605059999986,-0.4740992665098773,-0.07300554472000076,-0.0695920125911722,-0.05677973844961437,-0.47970693898042427,-0.49075749375239464,-0.47089215187289746,-0.47191481050831263,-0.4756070089431811,-0.4918954064596639,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.10595094447225861,0.4671849115629634,0.3889526099399101,0.3941835857350835,0.44152529010665464,0.39509709741119603,0.2936594490284883,122.720001
2008-07-15,0.019377505200000034,-0.4724676961939446,-0.06405514726000083,-0.06682000781943775,-0.05913916393575824,-0.45126771255276443,-0.4577112907916785,-0.46023350917042505,-0.4565453921222964,-0.4616377129883197,-0.47815697952882474,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.8234385722378657,0.555154893011826,0.4935846244943247,0.5191517290445766,0.563486241195271,0.5187804465133143,0.381128186140941,120.989998
2008-07-16,0.019377505200000034,-0.5660095291363828,-0.06357617862000087,-0.06084892825710997,-0.057053656365560146,-0.47430829835667,-0.45850832336827596,-0.45893169477945783,-0.45169012923346785,-0.455292340027594,-0.4709710021040737,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.30119329380098225,0.40928831886329986,0.5224560738413946,0.5962467092960628,0.5549875625672789,0.5570293255852043,0.43082883573223985,123.959999
2008-07-17,0.019377505200000034,-0.5684568438217039,-0.0630972099800009,-0.05487784869478152,-0.05496814879536194,-0.5077605296284492,-0.4620643148638648,-0.4620641995149699,-0.45473722525335347,-0.4461294296905114,-0.46595710979861593,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.3165490121268948,0.479595502114043,0.47202491610653596,0.5980319110416497,0.5987475662029746,0.5891544133066702,0.4611012444307454,125.199997
2008-07-18,0.019377505200000034,-0.5945615609908482,-0.06261824134000082,-0.04890676913245373,-0.05288264122516406,-0.5510460009007115,-0.48315502917561837,-0.4584028391667937,-0.4571816056805056,-0.44584531088084167,-0.4614862401305334,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.11630409167216582,0.16586679407853144,0.29498112180816216,0.5345427637526112,0.6126012467628466,0.5778842193184472,0.45083303838530986,125.980003
2008-07-21,0.019377505200000034,-0.6217539463833055,-0.06213927270000086,-0.04293568957012617,-0.050797133654965965,-0.5708088561051435,-0.5164464729291336,-0.46727148148793507,-0.4663229004370766,-0.44676870944256897,-0.46116043125428885,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.29256979504623737,-0.03235824549575628,0.21240448484510055,0.46818475244334157,0.5377386851476482,0.5483530991727052,0.43248891043751514,126.050003
2008-07-22,-0.4035195642,-0.6726036798748152,-0.08812562406000068,-0.06517734647394746,-0.06993737435047054,-0.6077316358662137,-0.561570784935212,-0.48521216712809456,-0.47291936105155397,-0.45332717565398073,-0.4638031308037748,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.002919929129909793,-0.13706185297230944,0.04238655755927412,0.3868465598294384,0.4981614242930661,0.5623053844461048,0.46889609080689265,127.480003
2008-07-23,-0.4035195642,-0.669068696966181,-0.11411197542000107,-0.09307054854287244,-0.08667080292160811,-0.6341463660347082,-0.5848073561839587,-0.5103535401886096,-0.48604531648567195,-0.4588675409799027,-0.4658123096748762,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06196184197582211,-0.0775486019537498,-0.007184084037398453,0.2881099202616064,0.4856324666488283,0.5341074103342205,0.48115939170868716,128.169998
2008-07-24,-0.4035195642,-0.6111488616954764,-0.1400983267800009,-0.12096375061179765,-0.10340423149274558,-0.6303865858904841,-0.5944330511703089,-0.5308571768520377,-0.4932444960413398,-0.46473937627737527,-0.46164914637872534,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1897187685014814,-0.043212266149056044,-0.11208675680056579,0.24493458905536847,0.3916108758756771,0.5196534724136217,0.4703264381977512,125.510002
2008-07-25,-0.4035195642,-0.6255608531458641,-0.16608467814000094,-0.14885695268072252,-0.1201376600638836,-0.6137086723169459,-0.601422407634067,-0.5537610494358888,-0.5085804298557088,-0.46916693365869255,-0.4634954171915656,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.3074637682749989,-0.14683241677302483,-0.15169654783899644,0.07979395756333307,0.2604732178731475,0.5122408534838854,0.4486038520308526,125.480003
2008-07-28,-0.4035195642,-0.5896669044278205,-0.192071029500001,-0.1767501547496475,-0.13687108863502118,-0.5855586582633936,-0.59418779811547,-0.5573003683717026,-0.5228113728057234,-0.47283683456708725,-0.46206546415639616,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.36305556326017585,-0.28872249642791714,-0.16630175433313588,-0.017203344319689284,0.20165028479528502,0.45094062288061254,0.42147351747584905,123.639999
2008-07-29,-0.23566013620000004,-0.6494901250988411,-0.21757479364000099,-0.18288802424239314,-0.14517943644641762,-0.5991516398464507,-0.5889764251374664,-0.5694235487043533,-0.5446098289479814,-0.47548862985463936,-0.46554079745115395,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.13835172165670295,-0.27157384726990164,-0.1955743533809885,-0.08363047224405606,0.08102226543958402,0.4089799174477342,0.4222090757760679,126.279999
2008-07-30,-0.23566013620000004,-0.6717879355054268,-0.24307855778000098,-0.18902589373513878,-0.15773970342668553,-0.6155403506862939,-0.5895895271194646,-0.5809771875293085,-0.5576353306671581,-0.4850066916634045,-0.4699573686566446,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23361608070202822,-0.09093686176014948,-0.16000624274365816,-0.03253318809530237,0.07254671165051807,0.41557108704089085,0.41284210128224963,128.529999
