Date,score,VIX,2w_score,3w_score,4w_score,3D_vix,5D_vix,8D_vix,10D_vix,15D_vix,20D_vix,3_c_5,3_c_10,5_c_10,10_c_15,10_c_20,10_c_25,10_c_30,20_c_30,20_c_40,20_c_50,20_c_60,30_c_50,30_c_60,30_c_70,40_c_60,40_c_70,40_c_80,50_c_70,50_c_80,60_c_80,60_c_90,volume_score,3D_volume,5D_volume,8D_volume,10D_volume,15D_volume,20D_volume,close
2010-12-06,0.008284823399999919,-0.7585316177149799,-0.041637479140001266,-0.05622883388863498,-0.03481866703721814,-0.7317073305932622,-0.6723582946892068,-0.6449696970937141,-0.6439920342480988,-0.6262622632308568,-0.631831875466464,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7914260997292815,-0.6443058783624538,-0.5587067842321196,-0.5642264234008911,-0.5262039045682083,-0.47502157474867746,-0.4668950649893252,122.760002
2010-12-07,0.016784405999999974,-0.7593473892767537,-0.02839887274000119,-0.0582015673782601,-0.03545743528741763,-0.7452038984112046,-0.7063854608211201,-0.6513567398407356,-0.6452644513191454,-0.631494830614654,-0.6323748981038395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.45068540287135095,-0.627420865006675,-0.5773583169699381,-0.5322496939540177,-0.5157934765631085,-0.4621312368548084,-0.45539766715721963,122.830002
2010-12-08,0.016784405999999974,-0.766145485624868,-0.01816550088000135,-0.04936969455227458,-0.036941614055270855,-0.7478068097781729,-0.7285797587004701,-0.6695821942006516,-0.6549414891766983,-0.6429543847676065,-0.6348003911324724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6763367375971956,-0.6420010192114968,-0.6339736708797883,-0.5024469624488702,-0.5505870092539994,-0.5109676732631941,-0.4664687579268081,123.279999
2010-12-09,0.016784405999999974,-0.779469754467172,-0.007932129020001288,-0.04053782172628906,-0.038425792823124305,-0.7552299273802682,-0.7417001349842093,-0.686994020159964,-0.6626764218787198,-0.6536326056828574,-0.6370086740201136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.723447457712467,-0.6193066664349525,-0.680012091697239,-0.5504768656437058,-0.5573323226573039,-0.5256608361687627,-0.4887197087004772,123.760002
2010-12-10,0.016784405999999974,-0.769680468533502,0.002301242839998441,-0.03170594890030354,-0.039909971590977644,-0.7588932744785519,-0.7441525367811817,-0.7111183434810852,-0.6781128027111156,-0.6563317544999673,-0.6388730419070583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7436337698630742,-0.7171061132697139,-0.7030060353100602,-0.6063990998652756,-0.5401753841735143,-0.5498911719286649,-0.4979328387137626,124.480003
2010-12-13,0.016784405999999974,-0.7713120660418202,0.012534614699998947,-0.022874076074317906,-0.041394150358831094,-0.7607249624883127,-0.7470341222275925,-0.7266181276467041,-0.6914396689235733,-0.6574919207094828,-0.6444118579657173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6901812157107263,-0.7217280277562947,-0.6820272976863448,-0.6483192686434478,-0.5772556610778331,-0.5568563353927742,-0.5219090176093089,124.559998
2010-12-14,0.10701477479999988,-0.769680468533502,0.022407609839998788,-0.008022663742396352,-0.038349550772207586,-0.7572544043586088,-0.7493639036281654,-0.7338594846893599,-0.7112960199102997,-0.6592913548326739,-0.6490999377747916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6459575456848854,-0.6958583818204089,-0.7224892241235861,-0.6694484043812687,-0.6130362856199768,-0.567168375956208,-0.5257110889114123,124.669998
2010-12-15,0.10701477479999988,-0.760706981353991,0.03228060497999885,0.004823866167041668,-0.027176145458414513,-0.7540730682434252,-0.7481376935331493,-0.7341442534091163,-0.7227477434136059,-0.6656603998228252,-0.65749865809372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6012842962675531,-0.6483356735772366,-0.7069377669814623,-0.664866259764047,-0.6378917397413837,-0.5857558597557359,-0.5573152371377158,124.099998
2010-12-16,0.10701477479999988,-0.7756628477046135,0.04215360011999891,0.01767039607647969,-0.016002740144621108,-0.7556155342386657,-0.7472793568893717,-0.7367072125687503,-0.7294446577430246,-0.6707982577798309,-0.665408663288212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5215971719284076,-0.5920546763612876,-0.6651127974950076,-0.6254643433159413,-0.6404420882103253,-0.5721554380752313,-0.5544163263337019,124.82
2010-12-17,0.10701477479999988,-0.8104690466221878,0.052026595259998976,0.03051692598591771,-0.004829334830827925,-0.7700761529440459,-0.7564758866193431,-0.7443553919480732,-0.7358067230075153,-0.6852647563243415,-0.6701872447584344,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6662784683560781,-0.5988387216755623,-0.6490841695811149,-0.6569464383687338,-0.644658105160083,-0.55248521934011,-0.5673202071781037,124.300003
2010-12-20,0.10701477479999988,-0.8023113581968361,0.06189959039999926,0.04336345589535551,0.006344070482965147,-0.7848259936639461,-0.7634652430831012,-0.7497660749189152,-0.7411977390426974,-0.6973872622587776,-0.6731376597301993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7386515349960201,-0.6446981340314681,-0.6591276016091228,-0.6660459906687788,-0.6380391038491482,-0.5840932437185526,-0.5759232044278559,124.599998
2010-12-21,0.11269629539999992,-0.8001359673654396,0.07149077933999926,0.05032905948243682,0.017802638628917844,-0.7935023552467616,-0.7703319914124994,-0.7528578937593959,-0.7462204247897614,-0.7140793837955273,-0.6765405920580522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.81803553882304,-0.7436627010662937,-0.6947835174991464,-0.6798582668367954,-0.6841122651101801,-0.626103093191329,-0.5956031466237965,125.389999
2010-12-22,0.11269629539999992,-0.828416048173595,0.0810819682799997,0.057294663069517915,0.027752840875907347,-0.7998650371175411,-0.7855982368952713,-0.7616451724268407,-0.7538883916969459,-0.7280723541474906,-0.6859167498661312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.870982563000768,-0.8120022089005428,-0.7506671231767423,-0.6984544438585619,-0.7085248013390624,-0.6690784740218199,-0.6282751239965967,125.779999
2010-12-23,0.11269629539999992,-0.8006798422656741,0.09067315721999969,0.06426026665659923,0.03770304312289685,-0.7992866220097383,-0.7912387751296537,-0.7660388097264715,-0.7565001916338764,-0.7349859694629084,-0.6915098643873822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.9000255233395389,-0.8658761627156233,-0.8290804590266235,-0.7290970734079143,-0.7306712738637577,-0.7057056955214229,-0.6442186208934855,125.599998
2010-12-27,0.11269629539999992,-0.76804895260234,0.1002643461599999,0.07122587024368032,0.04765324536988658,-0.7879109352948392,-0.7816743903415034,-0.7657947228335635,-0.756299287552451,-0.7357909794653884,-0.6997456784581186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.926624149910223,-0.8982301895992728,-0.7807963160269307,-0.7628248012672014,-0.7394463594678342,-0.6524942626104866,125.650002
2010-12-28,0.14466052299999999,-0.7721278104112086,0.11305195786,0.08032390366978204,0.05920777334442895,-0.767955281481415,-0.7748689583413249,-0.7675033636293804,-0.7563997379189351,-0.7369748177043298,-0.7070040586598436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.9696960198787627,-0.952383650574885,-0.8390189942736725,-0.8016823636123909,-0.7586043226891173,-0.6943994154261749,125.830002
2010-12-29,0.14466052299999999,-0.7786539557130128,0.11681653267999992,0.08885490435596322,0.0660526452499628,-0.7601465280996847,-0.7700254465525201,-0.7679508555883477,-0.7575047287832892,-0.73865586563595,-0.7183350932562933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.9907980356305871,-1.0,-0.9881814010180505,-0.9075343064740587,-0.8449323585019832,-0.808214834552401,-0.7380112724020347,125.919998
2010-12-30,0.14466052299999999,-0.7721278104112086,0.12058110750000028,0.09738590504214462,0.07289751715549686,-0.7615925899702229,-0.75733423552516,-0.7622147220709012,-0.7589110841409242,-0.7391767544610841,-0.7252857616558782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.9280199646143257,-0.9759698006984815,-1.0,-0.9457552513172316,-0.8859116413828031,-0.8313324825435909,-0.7743411804152763,125.720001
2010-12-31,0.14466052299999999,-0.7658735617709433,0.12434568231999998,0.10591690572832624,0.07974238906103115,-0.7593752951020647,-0.7494865240245648,-0.7567633572732111,-0.7577056362131717,-0.7379929162221429,-0.7282542737017477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.8786928413683024,-0.9354719712239384,-0.995579700226604,-0.9662048595113402,-0.9306986844611923,-0.84559210633397,-0.8004636069458655,125.75
2011-01-03,0.14466052299999999,-0.769680468533502,0.12811025714000013,0.11444790641450742,0.08658726096656522,-0.756193958986881,-0.749854379082744,-0.7522069885980037,-0.7526829504661077,-0.7379929162221429,-0.7289782996614195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.718211461073647,-0.844470213883525,-0.9371908948977085,-0.9516279940764619,-0.9372121355643088,-0.843257012364131,-0.8063845022838197,127.050003
2011-01-04,0.07301644400000007,-0.7759347715585381,0.12471042405999988,0.11819931493407787,0.08983622432693084,-0.757543626373129,-0.7507127279885609,-0.7443554000844386,-0.7494349503647968,-0.738395421223383,-0.7301367459030748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7226553612674659,-0.7759101982978074,-0.8797229007001193,-0.9299684334900229,-0.935205890786841,-0.8462398327717231,-0.8016247901432118,126.980003
2011-01-05,0.07301644400000007,-0.7857240031074372,0.12074243892000003,0.1159311839477124,0.0926585826959514,-0.7645811274764137,-0.7523067992727759,-0.742117895539592,-0.7476602680675007,-0.7397923527130106,-0.7318925132446972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7342571330847609,-0.7276910103283574,-0.8265656045420868,-0.9057620138307643,-0.9246983786886843,-0.8543503405853357,-0.8212511579446776,127.639999
2011-01-06,0.07301644400000007,-0.7753908966583034,0.11677445377999973,0.11366305296134649,0.09548094106497174,-0.7666056237355796,-0.7530425216511737,-0.7432163048644997,-0.7411307765963173,-0.7410709003787436,-0.7325079368489773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7729577440999245,-0.7459678017343341,-0.7944354907980076,-0.8726080444988842,-0.9124040772939083,-0.8701189175519388,-0.8279384233132785,127.389999
2011-01-07,0.07301644400000007,-0.7824609440527277,0.11280646863999966,0.1113949219749808,0.09830329943399252,-0.7689193227284403,-0.7567824498723816,-0.7447622183529229,-0.7388873102959622,-0.7416628194982142,-0.7327070462957254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.659738450039904,-0.7249632841881373,-0.7490664158885343,-0.8229211659595874,-0.8822672024336485,-0.8828074923063356,-0.8235290401356707,127.139999
2011-01-10,0.07301644400000007,-0.771583935510974,0.10883848349999936,0.10912679098861533,0.10112565780301308,-0.7639062986034961,-0.7572116212597803,-0.7437044908548637,-0.7393226063789172,-0.7382770421348419,-0.7328337511554301,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7733539960898408,-0.7380155896648197,-0.7604923835828552,-0.7911687814100485,-0.8538411944773195,-0.8926426107922072,-0.8255860155987408,126.980003
2011-01-11,0.06311656020000012,-0.789259040400842,0.10068408721999988,0.10619820895421772,0.10345112826099512,-0.7688229186037377,-0.7602158209715708,-0.7462674500144977,-0.7414321377411414,-0.7371405597931346,-0.734028396975503,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.8142787529716788,-0.7518104158719445,-0.7794774721963726,-0.7745596589027791,-0.8305479814728711,-0.8995891341042087,-0.8341749673525232,127.43
2011-01-12,0.06311656020000012,-0.8069340637135538,0.09252969093999974,0.10289059557859481,0.10124782036450064,-0.7774992801865533,-0.7649980164311558,-0.7524104058686113,-0.7449145365408962,-0.7377324789126054,-0.7365081938969362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.8222436544365106,-0.8060620208935455,-0.7977089726198754,-0.7663166355724882,-0.8094078417914488,-0.8999756586120649,-0.8463759579309733,128.580002
2011-01-13,0.06311656020000012,-0.8028552330970706,0.08437529465999982,0.09958298220297235,0.09904451246800616,-0.7885857738081696,-0.7711903525803561,-0.7573735968804856,-0.748698296485475,-0.7355068653910721,-0.7393138051248225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7509007300934469,-0.7985661026993911,-0.7931385855421471,-0.7710901039221025,-0.7871934957061537,-0.8889458829047652,-0.8567311056644965,128.369995
2011-01-14,0.06311656020000012,-0.8281441243196704,0.0762208983799999,0.09627536882734944,0.09684120457151191,-0.8023715540002194,-0.7814904597469041,-0.7651845035672022,-0.7563662633926594,-0.7378982162660573,-0.7428072373037541,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7893114994996179,-0.7902309015046365,-0.8199871422279529,-0.780823602886731,-0.7759832617233225,-0.8787765606930577,-0.8752599620306809,129.300003
2011-01-18,0.035070381799999994,-0.8169952463087631,0.06526188426000012,0.09109671046859558,0.09323022288012006,-0.8059385066142131,-0.7917292689772917,-0.7698629136547722,-0.7621925822077109,-0.7421600339262463,-0.7432416557756683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.8003802059800944,-0.7829318911469572,-0.8255871858424745,-0.7904792606946167,-0.7862888896901765,-0.860441051470141,-0.8845413174868256,129.520004
2011-01-19,0.035070381799999994,-0.7778382385360101,0.06146727803999985,0.08378562227082109,0.089619241188728,-0.7970693271415803,-0.7891542406528997,-0.7702290541645908,-0.7624269742092405,-0.7426572483542779,-0.74161259510382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6735082911421804,-0.7570947861432595,-0.7964184370951398,-0.7759571000494001,-0.7801248498116469,-0.8304520828492665,-0.8800326689600707,128.25
2011-01-20,0.035070381799999994,-0.7593473892767537,0.05767267182000002,0.07647453407304683,0.08572309666517652,-0.7726790835918391,-0.7784249559679335,-0.7667710948142913,-0.7591789707594725,-0.7409762004226578,-0.7388974909672906,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5931522386295018,-0.6916079312356334,-0.7489488908494264,-0.7662338121870818,-0.7624274327680527,-0.7939274575526369,-0.8644682036352507,128.080002
2011-01-21,0.035070381799999994,-0.7462950714807596,0.05387806560000019,0.06916344587527234,0.08182695214162483,-0.747614020809593,-0.7656724347423735,-0.7629876930537521,-0.7555961249416906,-0.7387269101363456,-0.7334310831158141,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6751821433246488,-0.6498111415889707,-0.733259403124101,-0.7518982138072653,-0.7501643883833189,-0.7707037575838014,-0.8509166022490586,128.369995
2011-01-24,0.035070381799999994,-0.7685928003101892,0.05008345938000036,0.06185235767749786,0.07793080761807358,-0.7443362709292943,-0.7522455013366156,-0.7598958701450884,-0.7538884084392317,-0.738963677784134,-0.7312951993850081,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.8026969119876362,-0.6929401604866534,-0.7360329660482273,-0.750206969156487,-0.7680942804027768,-0.7637233673329007,-0.8441803626296834,129.100006
2011-01-25,0.07546085959999993,-0.7702243434337366,0.05032790094000039,0.05723583983352154,0.07606191316587019,-0.7481924359173957,-0.7417001472462487,-0.7544038235205498,-0.7537209889294534,-0.7390110336813683,-0.7314400049389563,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6208307610453553,-0.7021805061805773,-0.6988289064823211,-0.7207955414728469,-0.7489647717500756,-0.7547787397108285,-0.8179375670691906,129.169998
2011-01-26,0.07546085959999993,-0.7960571367489564,0.051562330880000395,0.05739891415615617,0.07258869298611437,-0.7658343907379593,-0.7458079305256355,-0.7533867778493389,-0.7545581032206308,-0.7407631142750014,-0.7330328678424565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7095760053036285,-0.7136627366862365,-0.7063024210150802,-0.7147610759813966,-0.7358329225803841,-0.7535773726165371,-0.7978369451419193,129.669998
2011-01-27,0.07546085959999993,-0.809381378398875,0.05279676082000018,0.05756198847879057,0.0691154728063581,-0.7802950094433394,-0.7570890069944003,-0.750579731796797,-0.7548594643654546,-0.7428229928107595,-0.7350782481020447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7703103213846862,-0.7028506243732093,-0.7430109714971007,-0.7119864185767887,-0.7293194287924459,-0.7568889358301676,-0.782576704030304,129.990005
2011-01-28,0.07546085959999993,-0.7036029720298309,0.05403119076000018,0.0577250628014252,0.06564225262660206,-0.7566759892508063,-0.7474632936149908,-0.7336154059328174,-0.742637589017351,-0.7365723245414727,-0.7305168713426057,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.1881455457543525,-0.5584006820725058,-0.6420931513759214,-0.6225845181747258,-0.6587385093343225,-0.7031726723249054,-0.7313690344205251,127.720001
2011-01-31,0.07546085959999993,-0.7174710885799842,0.055265620700000184,0.057888137124059824,0.06216903244684602,-0.7288151779309491,-0.7359369702224071,-0.7245840322360996,-0.7290093650085268,-0.73091357302398,-0.727294945957188,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6826602595230957,-0.5494149858028438,-0.6172206112797602,-0.6239209393524681,-0.6453622796906413,-0.7052780900328464,-0.7178013647890371,128.679993
2011-02-01,0.004083920200000035,-0.7691366752104238,0.05216697454000019,0.05328944096691912,0.05511331180230705,-0.7145473771153865,-0.7356917355606277,-0.7260485820708259,-0.7231160837470954,-0.7307004868763233,-0.7272587481888398,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6220397856590898,-0.49991555856668934,-0.6174711307049936,-0.6281392591735753,-0.6229947721258954,-0.6913795529938054,-0.7111451982087198,130.740005
2011-02-02,0.004083920200000035,-0.7781101623899346,0.04906832838000019,0.04935119585780989,0.051653499702936534,-0.7409621265647057,-0.7316452624794406,-0.7308083558120928,-0.7231495683187426,-0.7297297395203913,-0.727403553742788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.787130255596046,-0.6998838119710606,-0.6335409823746384,-0.6444865433665286,-0.6372452720679088,-0.6888859048740722,-0.7156075893966602,130.490005
2011-02-03,0.004083920200000035,-0.7946974630945627,0.045969682220000196,0.04541295074870111,0.04819368760356646,-0.7683408979802252,-0.7283345056456312,-0.73471380712136,-0.7275025592844075,-0.7286642827376675,-0.728000874842755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.694019145423298,-0.7036759230830175,-0.6177328496574797,-0.6286168131903227,-0.6498960289556732,-0.6771082067797576,-0.7128226660023558,130.779999
2011-02-04,0.004083920200000035,-0.8153637031852156,0.04287103605999998,0.0414747056395921,0.04473387550419616,-0.7847295895392434,-0.753533003236772,-0.7414669903782001,-0.7360076371343123,-0.7297534115498171,-0.7306616768965539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7320292713000224,-0.7403954001833184,-0.7304298425637114,-0.6448546363396686,-0.6570258123369985,-0.6753748225306875,-0.709989953234695,131.149994
2011-02-07,0.004083920200000035,-0.8058463411054702,0.039772389900000205,0.037536460530482874,0.04127406340482631,-0.7945627909780768,-0.7734588176517093,-0.7429315280083781,-0.7405950201015069,-0.7278119144702768,-0.7322183329813585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.8070087281848163,-0.7470317355999163,-0.7561958249464549,-0.6590823028747745,-0.6575666015828388,-0.677000351208195,-0.7201827204859333,131.970001
2011-02-08,0.024842247800000106,-0.8186267894323105,0.03471052872000002,0.03685411092353985,0.038856138487790126,-0.8030463635923123,-0.7846172675930546,-0.744314710121225,-0.7465552738546896,-0.7279539750589498,-0.7353497548955589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.8521615242020277,-0.79982683162491,-0.8038788621804224,-0.6710346694385474,-0.6865801734110974,-0.6817565771250416,-0.7256370918758109,132.570007
2011-02-09,0.024842247800000106,-0.8169952463087631,0.02964866753999984,0.03617176131659683,0.03693510148179269,-0.8036247883405274,-0.7933846198046071,-0.7612790359852045,-0.7491335825230585,-0.7313634268194245,-0.7371960238983291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6921611863912946,-0.7865170573104996,-0.784200522829964,-0.7446338284418803,-0.684396001740653,-0.6834698858405095,-0.7171851764647689,132.270004
2011-02-10,0.024842247800000106,-0.8110129215224224,0.02458680635999988,0.035489411709653806,0.03501406447579547,-0.805456476350288,-0.7970632378276152,-0.7752735884892487,-0.749334489952941,-0.7358620121274018,-0.7374675343119823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6371932995241091,-0.7298249679926088,-0.7724257598587676,-0.7379944907932812,-0.667700426009119,-0.6875151524043033,-0.7043776010249698,132.320007
2011-02-11,0.024842247800000106,-0.8218898756794053,0.019524945179999698,0.034807062102711006,0.03309302746979803,-0.8066133258467185,-0.7985346825844108,-0.7831658588296622,-0.763900281967884,-0.7424441503682393,-0.73873458109896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7216399022037927,-0.6862509328734308,-0.7702730007296663,-0.752538652171012,-0.7346114438936422,-0.6917823978976017,-0.7023524211175598,133.110001
2011-02-14,0.024842247800000106,-0.8148198554773665,0.014463083999999737,0.034124712495767984,0.031171990463800592,-0.8058420928490982,-0.8005579252560241,-0.7886579013860183,-0.7758877619660007,-0.7464692003806398,-0.7378476470810268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.8433179770204249,-0.7367139228557726,-0.7777965631498358,-0.7607434948578815,-0.7547611817096022,-0.6955135304549227,-0.7060902795799927,133.429993
2011-02-15,-0.020564520399999897,-0.8033990264201489,0.0119982399399996,0.027718570349061666,0.02837960310921428,-0.8031427677170148,-0.7971245480258152,-0.7899597198451681,-0.7801068112966202,-0.7493577633159803,-0.736942610558781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7829015408392064,-0.7853579400463006,-0.7634453489341603,-0.7737225951583118,-0.774936509991285,-0.7104000816221839,-0.704880558461193,133.009995
